wt34	wt35	AN1	AN2	CTR1	CTR2	LSC159	LSC177	LSCabb	LSCAN40	LSCAN55
RPL35	32900	13883	48438	43979	32106	33689	503	377	384	261	457
RPL35A	29298	12154	36199	23564	24631	28621	1876	1200	2286	1358	1532
RPL36	23257	7319	31553	34309	20873	20678	494	470	645	442	321
RPL36A	192	80	202	170	112	157	82	59	160	50	83
RPL36A-HNRNPH2	0	0	0	0	0	0	0	0	0	0	0
RPL36AL	7408	3897	17602	10163	9145	8567	237	155	348	164	145
RPL37	61402	21495	72805	54718	39057	58098	1118	790	1575	666	885
RPL37A	50974	15720	100545	78341	59764	81148	3964	2428	6544	3582	3099
RPL38	23693	9670	59251	38954	31584	43936	1690	1482	2449	1411	1087
RPL39	19025	6333	2541	1446	1410	2067	274	53	307	202	154
RPL39L	1343	541	1650	830	712	1194	131	89	235	167	77
RPL3L	22	4	26	5	10	18	1	0	1	0	0
RPL4	95536	33697	39255	39003	30356	34049	519	427	692	274	509
RPL41	9563	4294	11211	10422	8364	8333	333	250	534	231	285
RPL5	90265	31957	100637	103138	82418	88349	702	429	1131	502	601
RPL6	27083	14867	72903	63659	53607	55170	247	197	298	143	241
RPL7	35294	15361	72235	48699	52531	56328	111	79	214	61	88
RPL7A	43893	19916	62465	50784	45062	45354	493	473	895	381	454
RPL7L1	5214	3588	3356	2133	1439	2129	224	185	260	107	218
RPL8	69107	26213	22027	22798	13431	14920	2015	1350	2012	1477	1377
RPL9	44162	14787	68327	64597	50265	69577	67	791	1226	512	495
RPLP0	78532	31978	86235	91643	61548	61167	733	326	671	367	741
RPLP1	8453	4200	81874	78181	50841	55104	1964	1539	3148	2333	1542
RPLP2	15625	7822	59291	53184	34591	43667	1885	1327	2414	1540	1355
RPN1	11179	5572	2647	1803	1193	1433	675	496	1247	383	864
RPN2	6368	3275	5092	5591	3279	4354	861	519	800	400	701
RPP14	878	387	587	501	326	393	121	91	128	97	111
RPP21	2	2	1	10	2	3	4	1	3	2	2
RPP25	53	46	26	52	13	3	12	1	13	5	10
RPP25L	923	382	407	440	208	203	51	14	45	29	38
RPP30	1537	1028	1334	967	653	927	220	169	308	140	290
RPP38	273	131	706	337	264	485	61	26	59	38	40
RPP38-DT	2	3	2	5	0	1	2	3	1	0	2
RPP40	604	307	541	668	309	447	59	57	86	44	81
RPRD1A	5490	2179	3209	3233	1979	2440	262	186	544	171	310
RPRD1B	888	539	536	507	331	385	194	207	360	147	210
RPRD2	498	243	498	472	279	385	425	344	591	303	455
RPRM	0	0	0	0	0	0	0	0	0	0	0
RPRML	0	0	0	0	0	0	0	0	0	0	1
RPS10	173	65	124	105	52	94	283	63	229	135	261
RPS10-NUDT3	0	0	0	0	0	0	0	0	0	0	0
RPS11	37530	12759	55518	59367	44365	35778	1348	825	1349	798	939
RPS12	40366	13467	129931	145801	101524	112511	2952	1796	3159	1461	2022
RPS13	35725	13435	93026	63057	58066	69950	7794	5764	8920	5322	7770
RPS14	78371	27137	18004	19297	14637	13374	1763	1394	2339	1411	1421
RPS15	2850	1139	28431	19475	17487	17114	310	175	328	268	223
RPS15A	14082	3514	23606	16514	13871	18964	166	83	207	73	110
RPS16	15518	5756	92263	91700	60158	74016	4230	2714	5198	3002	3205
RPS17	184	121	55	65	48	24	23	7	26	12	24
RPS18	86748	27431	179680	196205	139038	143253	346	308	499	251	275
RPS19	35026	11829	23419	28495	17595	14589	2225	1297	1698	1047	1854
RPS19BP1	1845	840	698	579	356	442	317	240	524	224	369
RPS2	56876	21402	65096	62858	43580	44106	264	181	257	170	176
RPS20	91165	32105	96535	60435	57900	68082	586	357	565	277	334
RPS21	28691	8700	51441	35632	27650	37957	1590	777	1868	1350	1201
RPS23	4381	1675	12016	11656	8831	8814	721	686	1182	504	635
RPS24	49571	17269	85254	55181	59408	67860	1760	770	2660	1337	1280
RPS25	33631	10263	50072	42287	33701	37468	588	574	972	498	559
RPS26	1194	653	9407	6439	6065	13150	23	19	60	18	27
RPS27	17078	7119	66982	58373	40509	49484	25	15	35	11	24
RPS27A	46171	18496	142417	120217	83715	115098	2512	1525	3557	1928	2175
RPS27L	2198	866	14514	11501	9328	10009	662	390	1127	348	603
RPS28	3707	1572	31679	19228	18029	17166	247	164	210	159	40
RPS29	35851	14914	57443	38843	30206	46737	5356	2416	5343	3707	3850
RPS3	138202	46927	25126	33589	17434	18545	1958	777	1920	1095	1190
RPS3A	30411	6739	44868	42583	34811	41374	31	41	73	23	39
RPS4X	53192	19131	129843	122112	60498	58092	2135	855	3804	1396	3052
RPS4Y1	23810	8808	4	5	3711	7015	1166	241	92	934	0
RPS4Y2	1	0	0	0	0	1	0	1	0	1	0
RPS5	34778	13566	28078	35108	23153	23259	3289	2183	3740	2300	3479
RPS6	172251	55149	167622	188930	131987	131137	4153	3052	6462	2736	3730
RPS6KA1	3349	1928	1538	760	622	602	315	253	463	235	311
RPS6KA2	1047	494	561	1004	468	894	400	203	523	230	241
RPS6KA2-AS1	0	0	0	0	0	0	0	0	0	0	0
RPS6KA2-IT1	1	1	0	0	0	0	0	0	0	0	0
RPS6KA3	3188	1911	1777	2411	1206	1434	397	275	514	240	353
RPS6KA4	1430	1199	99	50	43	40	87	67	73	49	50
RPS6KA5	202	97	569	329	241	268	62	55	156	61	73
RPS6KA6	244	114	228	465	73	77	33	19	48	12	25
RPS6KB1	1639	879	986	935	691	770	156	118	223	70	139
RPS6KB2	763	503	0	3	0	2	35	33	62	33	49
RPS6KB2-AS1	0	0	0	0	0	0	0	0	0	0	0
RPS6KC1	2029	924	475	479	369	518	134	106	170	89	122
RPS6KL1	26	31	19	5	2	2	1	1	1	2	3
RPS7	26946	10374	59635	41391	40475	49791	171	158	404	119	129
RPS8	69677	24972	99887	103807	81179	80514	1000	625	1778	719	693
RPS9	20823	8846	12357	10959	8311	8374	352	155	217	129	222
RPSA	50547	19258	39756	50299	28065	32118	457	370	537	337	338
RPTN	1	5	3	3	0	0	0	0	0	0	0
RPTOR	380	375	48	30	13	23	55	15	40	17	26
RPUSD1	276	216	141	78	51	65	33	19	21	30	34
RPUSD2	521	289	226	188	120	142	61	41	49	37	64
RPUSD3	1102	472	621	557	301	400	230	183	376	193	253
RPUSD4	816	469	465	469	277	359	89	73	164	46	89
RRAD	44	60	41	44	29	7	5	1	2	2	0
RRAGA	818	716	4413	3213	2410	2360	570	427	976	372	525
RRAGB	524	95	356	398	313	375	15	12	27	11	26
RRAGC	338	178	1387	1205	855	918	124	132	230	106	146
RRAGD	12	10	18	91	50	46	0	1	4	0	0
RRAS	418	144	770	692	439	343	493	258	478	338	353
RRAS2	6982	2611	6461	6225	3211	4662	427	374	692	213	427
RRBP1	1733	1584	458	553	384	240	465	261	399	299	306
RREB1	713	426	357	285	312	393	359	240	468	221	298
RRH	1	2	0	5	4	2	3	1	2	0	1
RRM1	7338	7705	3793	1437	1628	3115	487	407	816	353	442
RRM1-AS1	2	1	0	0	0	0	1	0	0	1	0
RRM2	1434	2833	3526	1150	1101	1806	465	551	924	364	850
RRM2B	3808	1036	1094	1619	577	695	189	147	455	118	171
RRN3	2998	1336	709	975	509	697	242	243	673	172	311
RRN3P2	0	0	0	0	0	0	0	0	0	0	0
RRNAD1	484	196	342	446	221	284	73	41	82	76	70
RRP1	1101	657	124	127	74	55	21	14	10	18	31
RRP12	1459	959	203	248	99	123	41	34	56	25	49
RRP15	1614	1169	2683	1837	1223	1878	340	250	552	218	445
RRP1B	1973	1479	1360	1113	753	736	306	322	683	263	406
RRP36	2651	1525	1968	1509	868	856	146	143	183	99	162
RRP7A	842	579	569	266	257	265	222	129	193	310	311
RRP8	1221	520	209	302	155	157	61	34	77	29	44
RRP9	917	541	176	138	90	115	132	102	196	93	205
RRS1	197	161	711	409	260	412	113	111	197	88	146
RRS1-AS1	4	0	0	1	0	0	0	0	1	0	1
RS1	2	0	0	0	0	2	0	0	0	0	0
RSAD1	1110	569	338	444	211	288	72	44	90	25	90
RSAD2	15	1	84	16	44	42	0	0	0	2	0
RSBN1	608	397	507	427	423	329	145	128	256	83	146
RSBN1L	1203	785	649	448	342	487	145	111	312	94	113
RSC1A1	0	0	0	0	0	0	0	0	0	0	0
RSF1	1565	856	600	550	419	480	505	308	825	309	379
RSF1-IT1	3	2	0	0	0	0	1	1	0	0	3
RSF1-IT2	1	6	2	1	1	1	0	2	1	4	1
RSKR	16	5	0	3	2	0	39	35	73	21	24
RSL1D1	7605	3002	2406	2867	1267	1788	546	432	709	390	894
RSL24D1	19321	5269	10983	12012	6564	10568	489	568	1250	432	572
RSPH1	5	2	28	17	15	16	4	1	4	0	0
RSPH10B	1	0	0	0	2	0	0	0	1	0	0
RSPH10B2	0	0	0	0	0	0	0	0	0	0	0
RSPH14	5	2	15	2	3	4	1	0	1	1	1
RSPH3	426	208	321	293	213	223	68	61	145	72	42
RSPH4A	6	4	5	0	2	4	3	2	0	1	2
RSPH6A	0	0	0	0	0	0	0	0	0	0	0
RSPH9	14	6	17	23	17	14	2	0	2	2	0
RSPO1	0	0	0	0	1	0	0	0	0	0	0
RSPO2	1	0	0	0	0	0	0	0	0	0	0
RSPO3	0	0	0	5	16	0	0	0	0	0	0
RSPO4	0	0	3	0	0	2	0	0	2	3	0
RSPRY1	1458	848	1352	1113	876	854	392	312	717	247	413
RSRC1	1710	775	738	472	395	431	184	109	235	107	148
RSRC2	2051	744	2479	2427	1829	1965	268	225	594	202	298
RSRP1	784	393	1206	1231	1361	849	132	49	399	102	119
RSU1	2643	1466	2458	2053	1518	1631	636	612	1592	563	707
RTBDN	1	0	0	0	0	0	0	0	0	0	0
RTCA	3594	1262	2813	3807	2174	2538	307	282	731	177	350
RTCA-AS1	34	18	13	11	11	19	4	7	11	2	6
RTCB	5070	3072	1922	1601	1060	1055	290	198	406	164	321
RTEL1	18	7	0	0	0	0	0	0	0	0	0
RTEL1-TNFRSF6B	4	5	0	0	0	0	0	0	0	0	0
RTF1	510	326	1821	1302	1116	1141	320	216	562	209	287
RTF2	4376	1771	1787	1757	1039	1358	236	163	278	122	202
RTKN	997	705	831	452	439	391	215	104	206	135	135
RTKN2	14	18	44	81	25	46	5	1	5	1	9
RTL1	0	0	0	0	0	0	0	0	1	0	0
RTL10	620	386	454	237	259	302	104	68	161	52	63
RTL3	0	0	0	0	0	0	0	0	0	0	0
RTL4	0	0	0	0	0	0	0	0	0	0	0
RTL5	5	1	6	4	3	1	6	0	2	2	0
RTL6	534	313	435	356	326	305	54	20	55	30	33
RTL8A	53	17	1297	2118	871	1047	388	268	818	310	367
RTL8B	8	21	180	102	134	91	40	30	45	28	35
RTL8C	113	98	1652	1376	1152	922	359	267	610	248	259
RTL9	1	1	2	1	3	0	1	0	1	0	2
RTN1	0	0	9	4	13	4	0	0	0	0	0
RTN2	108	45	58	36	38	19	7	10	17	6	4
RTN3	1553	971	1565	2526	962	1210	382	260	450	283	391
RTN4	4291	2892	36422	26117	18923	23203	4808	3695	7209	3150	4838
RTN4IP1	558	391	410	248	266	277	26	22	50	9	25
RTN4R	33	29	81	31	27	21	14	7	20	17	16
RTN4RL1	60	19	8	14	9	32	4	3	10	6	1
RTN4RL2	2	0	0	3	0	1	0	1	2	1	0
RTP1	0	0	0	0	0	0	1	0	5	0	0
RTP2	1	0	0	0	0	0	0	0	0	0	0
RTP3	0	0	0	0	0	0	0	0	0	0	0
RTP4	84	24	188	52	105	44	4	3	15	6	2
RTP5	0	0	0	0	0	0	0	0	0	0	0
RTRAF	5501	2724	10600	7915	6626	7377	395	217	617	277	372
RTTN	2213	1049	2246	1271	1092	748	256	134	360	174	234
RUBCN	168	122	15	2	4	3	76	71	98	58	52
RUBCNL	216	83	0	4	4	2	0	0	0	0	0
RUFY1	1698	723	842	527	484	552	209	205	319	163	245
RUFY2	1294	574	329	238	243	361	164	96	189	100	161
RUFY3	1107	463	415	570	319	385	178	139	279	111	140
RUFY4	0	0	0	0	0	1	0	0	0	0	0
RUNDC1	666	267	493	403	322	352	48	32	52	18	43
RUNDC3A	38	16	8	6	14	0	0	1	1	2	0
RUNDC3A-AS1	37	24	10	12	13	2	8	6	17	4	1
RUNDC3B	31	16	33	11	14	30	4	4	8	5	9
RUNX1	507	426	779	942	628	819	842	542	795	235	505
RUNX1T1	1	0	1	16	17	0	1	2	1	0	1
RUNX2	155	110	280	141	178	132	69	45	130	36	75
RUNX2-AS1	2	1	1	0	0	0	0	0	0	0	0
RUNX3	0	0	2	19	32	1	0	0	3	0	1
RUSC1	624	354	817	996	371	445	274	274	552	171	283
RUSC1-AS1	21	22	59	53	57	26	7	4	7	0	9
RUSC2	425	176	37	42	38	21	29	6	21	10	17
RUVBL1	4415	3250	705	416	336	490	561	357	914	372	789
RUVBL1-AS1	0	1	0	0	0	0	0	0	0	0	0
RUVBL2	6941	5047	2316	1284	1080	1468	323	319	558	295	350
RWDD1	3107	1161	6750	5445	4142	4715	599	440	652	364	655
RWDD2A	510	90	248	426	152	156	18	10	16	9	11
RWDD2B	1163	452	875	654	431	831	68	55	132	55	92
RWDD3	54	29	69	115	64	36	4	2	9	1	2
RWDD4	737	373	1325	1215	814	1165	124	135	324	123	226
RXFP1	0	0	0	0	3	0	0	0	0	0	0
RXFP2	0	0	0	0	0	0	0	0	0	0	0
RXFP3	0	0	0	0	0	0	0	0	0	0	0
RXFP4	8	0	1	0	0	0	0	0	0	0	0
RXRA	1783	851	661	504	337	395	185	110	206	135	145
RXRB	461	223	175	179	100	132	73	53	122	39	81
RXRG	0	0	0	0	0	0	0	1	0	0	0
RXYLT1	477	218	749	608	463	613	116	99	196	89	135
RXYLT1-AS1	0	0	0	0	0	0	4	0	0	1	0
RYBP	922	388	973	1532	906	1224	446	359	702	279	556
RYK	3902	2042	2217	1608	1149	1453	323	252	577	236	336
RYR1	308	50	8	44	3	16	0	2	2	1	0
RYR2	0	0	1	0	0	0	0	0	0	0	0
RYR3	22	7	8	4	9	4	0	1	1	0	1
S100A1	0	0	0	0	2	2	1	0	0	0	1
S100A10	4811	2225	78785	42508	50758	43106	6237	3471	10288	5138	5581
S100A11	1935	1031	67734	56322	41195	37885	6565	5118	15105	6407	5335
S100A12	6	19	156	16	128	16	0	0	0	0	0
S100A13	1991	655	1373	893	883	871	114	67	110	68	49
S100A14	28019	14527	21957	19019	10613	12746	3543	3248	5495	2926	2865
S100A16	20230	8683	20045	16147	14028	12422	3850	3010	5506	2508	3207
S100A2	155138	100197	533537	154504	288548	247014	27665	15547	30761	20605	17244
S100A3	82	45	144	69	97	85	16	4	16	12	4
S100A4	123	36	3637	2395	10901	3679	94	65	153	39	47
S100A5	0	0	12	3	3	4	0	0	2	1	0
S100A6	56916	17915	183153	169592	154378	131184	7001	2705	8075	5052	4571
S100A7	13	95	100	59	108	2	0	0	0	0	0
S100A7A	0	0	0	0	0	0	0	0	0	0	0
S100A7L2	0	0	0	0	0	0	0	0	0	0	0
S100A8	2777	1564	31725	4308	37321	8752	45	22	83	91	6
S100A9	3776	3538	12825	2752	15604	918	23	5	26	37	1
S100B	0	0	2	11	4	2	0	0	0	1	0
S100G	2	0	0	0	0	0	0	0	0	0	0
S100P	35	14	417	4354	466	615	0	0	1	0	0
S100PBP	1376	663	457	514	331	328	141	90	241	81	123
S100Z	0	0	0	0	1	0	0	0	0	1	0
S1PR1	29	32	5	1	35	5	5	0	4	1	1
S1PR2	192	122	28	12	17	11	20	26	42	13	14
S1PR3	452	411	276	185	210	54	88	54	72	44	55
S1PR4	4	0	0	0	1	0	0	0	0	0	0
S1PR5	391	242	231	95	148	98	39	19	58	24	24
SAA1	1880	833	531	148	368	47	36	8	23	6	2
SAA2	103	23	24	5	68	5	0	0	1	0	0
SAA2-SAA4	0	0	0	0	0	0	0	0	0	0	0
SAA4	2	1	0	0	2	0	0	0	0	0	0
SAAL1	1362	1020	858	425	393	583	109	93	225	83	145
SAC3D1	321	185	239	189	113	104	45	33	45	43	27
SACM1L	987	628	1398	1390	907	1125	143	111	222	67	167
SACS	2827	2435	904	691	571	356	750	509	744	380	736
SACS-AS1	0	0	0	1	0	0	0	0	0	0	0
SAE1	6024	3515	1523	1118	623	961	218	177	345	134	240
SAFB	740	590	353	362	166	247	245	213	433	229	208
SAFB2	255	192	165	229	134	105	186	123	196	108	162
SAG	0	0	0	0	0	2	0	0	1	0	0
SAGE1	0	0	0	0	0	0	0	0	0	0	0
SALL1	0	0	0	8	8	0	0	0	0	0	0
SALL2	13	6	16	11	20	10	10	8	22	8	9
SALL3	0	0	0	0	0	0	0	0	2	2	0
SALL4	6	1	3	1	1	0	5	6	4	3	1
SALRNA1	0	1	0	0	0	0	0	0	0	0	0
SALRNA2	0	0	0	0	0	0	0	0	0	0	0
SALRNA3	0	0	0	0	0	0	0	0	0	0	0
SAMD1	697	463	159	226	117	111	224	147	310	180	226
SAMD10	17	20	6	9	6	13	15	11	37	17	21
SAMD11	5	0	0	0	0	0	5	0	3	3	1
SAMD12	943	469	142	211	65	176	87	58	162	42	58
SAMD12-AS1	14	3	4	6	0	5	2	0	0	0	0
SAMD13	60	21	55	20	52	76	13	5	16	4	6
SAMD14	1	1	3	0	2	1	0	0	1	2	0
SAMD15	10	14	5	5	2	3	1	0	3	0	1
SAMD3	1	0	2	2	9	18	0	0	3	0	7
SAMD4A	648	422	435	401	225	253	126	95	166	75	113
SAMD4B	286	151	363	499	222	204	204	144	274	153	205
SAMD5	0	0	61	2	1	1	8	3	1	17	6
SAMD7	0	0	0	0	0	0	0	0	0	0	0
SAMD8	3518	1445	806	980	620	657	198	137	321	130	150
SAMD9	595	657	387	100	85	68	95	59	162	119	142
SAMD9L	101	71	107	37	67	48	16	12	32	20	14
SAMHD1	587	539	376	66	87	80	65	34	123	69	69
SAMM50	1986	1100	751	676	522	421	149	111	198	95	195
SAMMSON	0	0	0	3	0	0	2	1	1	0	1
SAMSN1	0	0	0	0	0	0	0	0	0	0	0
SAMSN1-AS1	0	0	0	0	0	0	0	0	0	0	0
SAP130	45	33	468	338	259	274	141	102	196	95	130
SAP18	4471	1720	12711	9771	6795	8871	837	618	1359	541	1017
SAP25	0	0	0	0	0	0	0	0	0	0	0
SAP30	562	293	883	407	359	755	46	34	111	26	69
SAP30BP	2003	1253	892	755	484	452	132	65	89	68	101
SAP30L	1338	551	1091	879	477	570	69	60	109	38	60
SAP30L-AS1	55	19	29	20	13	17	3	2	4	3	2
SAPCD1	0	3	0	0	0	0	0	1	0	0	0
SAPCD1-AS1	0	0	0	0	0	0	2	1	6	3	2
SAPCD2	112	119	56	28	43	94	1	4	5	3	5
SAR1A	8140	4666	5106	4652	3320	3287	443	330	557	285	512
SAR1B	4335	2100	3176	3615	2031	2219	304	245	475	257	321
SARAF	5801	2913	9493	8476	5524	7433	687	471	1177	456	554
SARDH	5	2	16	6	7	2	0	0	0	0	0
SARM1	10	2	1	0	1	0	1	4	2	0	3
SARNP	10	5	0	1	0	0	15	13	19	18	24
SARS2	12	5	49	19	21	28	50	17	60	31	58
SART1	740	530	440	412	221	266	44	29	55	43	45
SART3	1376	1054	881	692	422	599	236	182	410	156	301
SASH1	539	314	411	284	353	281	75	74	117	47	66
SASH3	3	0	0	0	0	0	0	0	0	0	0
SASS6	557	476	324	127	163	249	68	62	82	44	64
SAT1	16613	3872	42939	51443	36325	29129	2866	2363	6233	2220	2488
SAT2	738	251	754	784	682	487	115	70	113	70	125
SATB1	18	5	612	413	453	398	62	51	118	60	52
SATB1-AS1	1	0	0	0	0	0	0	0	1	0	0
SATB2	114	57	83	113	95	58	47	26	55	16	37
SATB2-AS1	56	15	49	89	114	123	24	9	26	5	10
SATL1	6	0	0	5	4	4	0	0	1	1	0
SAV1	1471	805	1171	1565	802	1235	206	216	394	130	191
SAXO1	0	1	3	12	16	7	1	0	0	0	1
SAXO2	19	11	39	23	20	27	6	0	5	4	6
SAYSD1	392	141	308	264	167	181	59	38	97	44	59
SBDS	6523	2924	6982	7120	4160	4795	315	358	741	224	451
SBF1	1159	664	83	83	27	53	12	10	29	6	10
SBF2	1615	717	716	537	515	587	221	130	328	152	174
SBF2-AS1	147	28	139	178	84	105	8	10	11	9	7
SBK1	0	0	1	3	3	4	1	2	8	1	1
SBK2	0	0	0	0	0	0	0	0	0	0	0
SBK3	0	0	0	0	0	0	0	0	0	0	0
SBNO1	2288	2085	765	730	432	511	534	366	867	303	518
SBNO1-AS1	3	6	43	136	32	88	3	2	11	12	6
SBNO2	846	477	180	128	149	99	130	101	149	135	115
SBSN	32	75	154	44	163	28	0	0	0	0	0
SBSPON	5	1	58	18	7	3	1	0	0	1	1
SC5D	1944	1435	7686	3731	4668	4265	847	608	1075	545	1005
SCAANT1	0	0	0	3	0	1	0	0	0	0	0
SCAF1	320	314	52	57	20	20	84	42	95	103	82
SCAF11	4123	1948	2674	2450	1592	2081	823	599	1356	480	833
SCAF4	79	49	258	261	148	126	207	161	309	120	249
SCAF8	1202	656	830	553	378	623	240	226	343	172	283
SCAI	509	304	158	244	108	126	43	35	99	32	50
SCAMP1	5762	2889	2136	1782	1556	1568	227	186	482	141	209
SCAMP1-AS1	419	84	150	170	82	127	16	5	14	8	13
SCAMP2	673	364	294	265	166	151	402	223	444	275	411
SCAMP3	624	330	523	547	262	265	151	137	178	120	198
SCAMP4	183	164	119	74	47	68	58	25	42	52	36
SCAMP5	8	5	0	4	2	2	4	1	1	0	1
SCAND1	942	466	71	58	40	25	4	3	10	4	6
SCAP	1483	651	149	154	79	86	70	45	58	48	55
SCAPER	440	182	186	93	124	217	93	46	121	57	63
SCARA3	595	547	1182	409	479	893	199	139	505	191	257
SCARA5	3	0	0	1	10	2	0	0	0	0	0
SCARB1	483	412	304	192	154	173	157	117	302	141	129
SCARB2	7147	2677	1986	2672	1337	1437	867	440	1045	475	668
SCARF1	0	1	4	2	2	4	0	1	0	0	0
SCARF2	1	0	0	1	0	0	0	0	0	0	0
SCARNA9	1	0	3	3	0	0	12	4	6	7	7
SCART1	13	6	11	18	11	10	9	4	1	3	1
SCAT1	22	2	5	12	7	5	1	2	0	0	0
SCAT2	1	1	28	9	11	16	0	0	0	0	0
SCAT8	2	1	14	4	32	10	1	2	4	1	1
SCCPDH	1528	729	919	572	475	474	104	60	214	65	98
SCD	77662	54228	33369	15658	19940	32208	5495	3902	8384	3957	4256
SCD5	1478	902	1335	448	1888	891	247	158	634	65	83
SCEL	1074	411	1601	1417	2083	1733	36	11	61	8	33
SCEL-AS1	0	0	1	0	0	0	0	0	0	0	0
SCFD1	4532	1727	4484	5162	2861	3564	341	294	528	246	320
SCFD2	591	477	470	238	244	295	81	62	153	65	145
SCG2	1	0	10	19	9	5	2	1	1	0	0
SCG3	0	1	3	2	0	1	0	0	1	0	0
SCG5	480	59	1942	1607	1549	317	138	72	77	17	24
SCGB1A1	0	0	0	0	0	0	0	0	0	0	1
SCGB1B2P	0	1	6	1	2	1	1	1	3	0	3
SCGB1C1	0	0	0	0	0	0	0	0	0	0	0
SCGB1C2	0	0	0	0	0	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0
SCGB2A1	0	0	3	8	4	1	0	0	0	0	0
SCGB2A2	0	0	0	0	2	0	2	0	1	1	3
SCGB2B2	1	0	15	11	5	10	0	0	1	3	1
SCGB3A1	0	0	1	0	0	0	0	0	0	0	0
SCGB3A2	0	0	0	0	0	0	0	0	0	0	0
SCGN	2	0	0	0	0	1	0	0	0	0	0
SCHIP1	35	22	13	3	9	9	23	16	20	17	27
SCHLAP1	0	0	0	0	0	0	1	0	0	0	0
SCIMP	1	1	0	0	2	0	0	0	1	0	0
SCIN	0	1	24	5	4	24	0	1	3	1	1
SCLT1	1142	389	547	333	313	537	69	79	169	50	78
SCLY	84	43	77	46	23	30	19	18	39	7	17
SCMH1	286	133	175	126	101	108	60	42	91	45	61
SCML1	291	161	1123	869	823	684	134	92	297	104	173
SCML2	24	18	22	25	13	5	4	1	4	3	2
SCML4	0	0	0	3	0	0	0	0	0	0	0
SCN10A	0	0	0	0	2	0	0	0	0	0	0
SCN11A	1	0	0	2	6	0	0	0	1	0	0
SCN1A	0	0	4	0	0	0	0	0	2	1	1
SCN1A-AS1	163	60	442	243	150	219	112	49	148	80	83
SCN1B	4	7	2	1	4	2	1	0	0	0	1
SCN2A	24	18	53	22	12	10	3	7	9	7	3
SCN2B	34	13	20	9	14	12	7	3	4	2	1
SCN3A	1	0	0	0	0	0	0	0	4	2	1
SCN3B	1	0	2	0	0	1	0	0	0	0	0
SCN4A	1	0	0	1	0	0	0	0	0	0	0
SCN4B	221	63	191	52	150	91	79	27	99	27	25
SCN5A	0	0	3	6	2	0	0	0	0	0	0
SCN7A	2	0	6	2	0	9	2	1	2	2	2
SCN8A	2	0	6	6	9	8	2	4	4	2	3
SCN9A	68	18	174	277	88	123	55	51	21	30	24
SCNM1	1309	434	517	921	369	475	82	36	92	47	67
SCNN1A	100	98	115	333	229	348	39	60	168	58	116
SCNN1B	1	4	6	2	3	5	0	0	0	0	0
SCNN1D	6	1	2	2	1	3	0	1	0	1	0
SCNN1G	3	0	0	0	0	3	0	0	0	0	0
SCO1	2525	1531	920	827	550	630	238	222	498	198	367
SCO2	3	1	0	0	0	0	11	14	13	19	16
SCOC	4306	1678	12189	11607	7493	8651	680	618	1666	472	875
SCOC-AS1	89	19	92	39	43	58	2	3	5	5	3
SCP2	6815	2984	14173	5619	9814	7245	1087	805	1792	561	971
SCP2D1	0	0	0	0	0	0	0	0	0	0	0
SCPEP1	2066	815	1669	1177	785	820	170	118	191	190	148
SCRG1	9	0	1	6	4	0	0	0	1	1	0
SCRIB	1192	603	428	440	204	262	42	33	87	28	21
SCRN1	8642	4595	2667	2027	1395	1869	433	338	731	371	450
SCRN2	809	369	144	73	58	62	42	25	41	12	20
SCRN3	642	328	687	336	409	533	80	74	117	28	70
SCRT1	0	2	0	0	0	0	0	0	0	0	0
SCRT2	0	0	0	0	0	0	0	0	0	0	0
SCT	1	0	0	0	0	0	0	0	0	0	0
SCTR	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	1	0	0	0	0	0	0	0	0	0	1
SCUBE2	2	0	2	5	0	0	0	0	1	0	0
SCUBE3	4	5	0	4	3	1	0	0	1	0	0
SCX	11	1	11	11	7	1	14	2	18	12	5
SCYGR1	0	0	0	0	0	0	0	0	0	0	0
SCYGR2	0	0	0	0	0	0	0	0	0	0	0
SCYGR3	0	0	0	0	0	0	0	0	0	0	0
SCYGR4	0	0	0	0	0	0	0	0	0	0	0
SCYGR5	0	0	0	0	0	0	0	0	0	0	0
SCYGR6	0	0	0	0	0	0	0	0	0	0	0
SCYGR7	0	0	0	0	0	0	0	0	0	0	0
SCYGR8	0	0	0	0	0	0	0	0	0	0	0
SCYL1	1496	689	345	331	189	190	27	11	16	6	20
SCYL2	3798	1498	2468	2482	1569	1708	332	293	589	206	303
SCYL3	484	188	123	47	60	46	48	16	64	23	40
SDAD1	1528	750	1495	1553	1083	1158	341	197	304	195	343
SDC1	10887	7458	11752	12741	5665	7519	2234	1340	1892	1205	1463
SDC2	5	0	107	688	497	88	6	17	11	3	9
SDC3	195	133	191	184	84	50	129	49	173	89	79
SDC4	10273	4788	1307	986	607	1078	1218	752	1951	1095	973
SDCBP	1541	1416	12694	7515	7779	7652	1048	871	2139	792	1210
SDCBP2	189	44	267	589	221	207	28	8	47	27	14
SDCBP2-AS1	129	55	64	27	33	54	9	6	13	3	7
SDCCAG8	1978	683	996	711	366	700	201	136	251	93	118
SDE2	2297	934	847	845	476	733	181	165	347	147	218
SDF2	1353	693	1322	1277	759	797	213	119	292	130	210
SDF2L1	406	266	1598	847	411	474	160	132	165	148	138
