"lako1"	"lako2"	"lako3"	"lako4"	"lako6"
"NSUN2"	31	42	67	66	2
"SRD5A1"	21	27	33	41	3
"TENT4A"	27	48	50	62	6
"ADCY2"	1	2	1	0	0
"C5orf49"	0	3	2	2	0
"MTRR"	29	45	70	47	4
"FASTKD3"	9	8	14	18	1
"AC091965.4"	0	0	0	0	0
"MIR4458HG"	39	220	222	184	6
"SEMA5A"	17	68	102	72	1
"SNHG18"	103	299	274	296	5
"AC034229.1"	0	1	1	0	0
"ATPSCKMT"	17	13	17	11	1
"AC012640.1"	3	2	5	1	0
"CCT5"	310	309	294	345	22
"AC012640.4"	1	0	3	0	0
"CMBL"	28	49	37	34	4
"AC012640.2"	3	7	4	10	0
"MARCH6"	159	372	425	368	17
"ROPN1L"	0	0	0	0	0
"LINC01513"	0	0	0	0	0
"ANKRD33B"	14	22	62	25	0
"DAP"	84	120	156	217	12
"AC012629.2"	1	3	0	1	0
"CTNND2"	1	1	1	1	0
"DNAH5"	1	0	5	10	0
"TRIO"	22	28	44	36	3
"OTULINL"	6	20	17	18	0
"AC010491.1"	1	8	3	5	0
"OTULIN"	47	96	89	112	11
"ANKH"	52	130	171	118	12
"AC010491.2"	0	0	1	1	0
"AC016575.1"	1	2	0	3	0
"AC114964.2"	0	0	0	0	0
"FBXL7"	9	9	6	8	0
"ZNF622"	102	148	150	132	6
"RETREG1"	148	392	341	474	13
"AC024588.1"	2	2	6	2	0
"AC022113.1"	0	0	0	1	1
"MYO10"	56	112	171	130	5
"BASP1"	100	305	372	298	39
"BASP1-AS1"	1	0	1	1	0
"AC026785.2"	0	2	0	2	0
"CDH18"	0	0	0	0	0
"LINC02241"	0	0	0	0	0
"AC093274.1"	0	0	0	0	0
"AC091946.1"	0	0	1	0	0
"CDH12"	0	0	1	1	0
"AC091938.1"	0	0	0	0	0
"C5orf17"	0	2	0	0	0
"LINC02211"	0	0	0	0	0
"PURPL"	1	1	1	0	0
"AC112172.2"	1	0	0	0	0
"AC026433.1"	0	0	0	0	0
"CDH6"	3	0	0	2	0
"DROSHA"	16	32	27	31	1
"C5orf22"	13	27	26	20	2
"PDZD2"	28	74	47	65	5
"AC025178.1"	0	0	0	0	0
"GOLPH3"	47	107	135	131	9
"AC025181.2"	4	4	3	16	0
"MTMR12"	20	39	57	63	2
"ZFR"	111	202	184	217	11
"SUB1"	663	1458	1711	1544	64
"AC008766.1"	1	2	1	6	0
"NPR3"	2	5	3	5	0
"AC010343.3"	0	0	0	1	0
"AC034223.1"	0	0	0	0	0
"AC034231.1"	0	0	1	2	0
"TARS"	148	242	250	202	10
"ADAMTS12"	1	0	1	1	0
"SLC45A2"	0	0	1	3	0
"AMACR"	10	21	19	16	1
"C1QTNF3"	1	2	7	3	0
"AC139792.1"	0	0	1	0	0
"AC025754.2"	0	2	3	2	0
"RAI14"	23	58	37	52	7
"AC026801.2"	1	2	3	3	0
"TTC23L"	0	0	0	0	0
"RAD1"	34	52	83	71	0
"BRIX1"	209	326	294	226	9
"DNAJC21"	143	250	207	286	4
"PRLR"	3	3	4	2	0
"SPEF2"	11	30	14	13	0
"IL7R"	0	0	0	2	0
"LMBRD2"	16	12	27	37	0
"SKP2"	6	17	26	26	1
"NADK2"	15	22	35	43	0
"RANBP3L"	0	0	0	0	0
"SLC1A3"	7	23	46	30	2
"AC026741.1"	0	2	1	1	0
"NIPBL-DT"	41	45	63	65	2
"NIPBL"	211	418	411	370	18
"CPLANE1"	20	45	37	64	5
"AC025449.2"	1	15	6	5	0
"NUP155"	14	26	38	32	0
"WDR70"	31	65	68	86	7
"GDNF-AS1"	1	0	0	0	0
"GDNF"	0	0	0	0	0
"EGFLAM"	0	0	0	1	0
"AC010457.1"	0	0	0	0	0
"LIFR"	8	38	34	23	0
"LIFR-AS1"	7	10	4	11	0
"OSMR-AS1"	12	44	42	23	1
"OSMR"	67	202	166	148	8
"RICTOR"	84	221	215	232	5
"FYB1"	7	5	9	157	2
"C9"	0	0	0	0	0
"DAB2"	8	6	6	14	0
"LINC02104"	0	0	0	0	0
"LINC00603"	0	0	0	0	0
"TTC33"	28	51	40	58	1
"PTGER4"	37	83	120	79	0
"PRKAA1"	55	61	74	103	12
"RPL37"	12150	32220	28802	35779	915
"CARD6"	6	10	26	20	0
"C7"	1	0	0	19	0
"C6"	0	0	0	0	0
"PLCXD3"	0	0	0	2	0
"OXCT1"	30	43	53	66	2
"OXCT1-AS1"	0	0	2	1	0
"C5orf51"	13	27	25	61	3
"FBXO4"	22	36	47	71	0
"GHR"	17	19	29	30	2
"CCDC152"	7	10	9	6	0
"SELENOP"	194	379	376	515	21
"AC008945.1"	0	0	0	0	0
"AC008945.2"	0	0	0	0	0
"AC008875.3"	0	0	0	1	0
"AC025171.1"	1	2	6	3	0
"AC025171.3"	0	0	1	0	0
"AC025171.5"	0	0	0	0	0
"ANXA2R"	0	0	0	1	0
"AC025171.2"	0	1	0	0	0
"AC025171.4"	0	1	0	0	1
"ZNF131"	106	220	229	201	10
"NIM1K"	1	1	1	1	0
"HMGCS1"	199	213	295	649	10
"AC114947.2"	0	3	4	1	0
"CCL28"	23	51	35	42	0
"TMEM267"	28	27	36	58	1
"AC114956.3"	0	1	2	6	0
"C5orf34"	0	5	6	6	1
"AC114956.2"	0	0	0	0	0
"AC114956.1"	0	1	1	1	0
"PAIP1"	106	205	182	218	8
"NNT-AS1"	24	32	23	52	0
"NNT"	15	35	57	42	2
"FGF10"	1	4	1	0	0
"FGF10-AS1"	0	1	0	0	0
"MRPS30-DT"	4	14	8	6	0
"MRPS30"	72	107	101	122	8
"AC093297.2"	3	8	11	4	2
"HCN1"	1	1	1	0	0
"EMB"	55	97	59	72	7
"PARP8"	21	76	68	87	5
"LINC02106"	0	0	0	0	0
"AC010478.1"	0	0	0	0	0
"ISL1"	1	0	0	0	0
"AC022126.1"	0	0	1	1	0
"PELO"	30	41	52	74	3
"ITGA1"	7	5	7	9	0
"ITGA2"	396	1044	935	335	17
"AC008966.3"	4	24	18	13	0
"AC008966.2"	0	0	2	1	0
"MOCS2"	48	123	105	132	7
"AC008966.1"	4	17	12	6	0
"AC027329.1"	1	0	0	0	0
"FST"	77	88	156	8	1
"NDUFS4"	243	640	392	644	17
"AC025175.1"	0	1	0	0	0
"ARL15"	8	23	37	27	0
"AC025175.2"	0	0	2	0	0
"LINC01033"	2	2	2	1	0
"HSPB3"	5	8	7	2	0
"SNX18"	18	17	23	35	2
"GZMK"	0	0	0	0	0
"GZMA"	1	0	0	0	0
"CDC20B"	1	6	2	0	0
"GPX8"	28	34	54	67	6
"CCNO"	2	2	11	7	0
"AC026704.1"	0	0	0	0	0
"DHX29"	96	157	142	250	8
"MTREX"	44	97	86	65	3
"PLPP1"	39	93	75	136	5
"SLC38A9"	11	19	20	25	2
"DDX4"	0	0	0	0	0
"IL31RA"	1	1	8	1	0
"IL6ST"	213	440	508	515	16
"AC008914.1"	1	6	6	0	0
"AC008892.1"	1	0	1	1	0
"AC016596.1"	5	8	17	7	0
"ANKRD55"	0	0	0	0	0
"LINC01948"	3	7	3	3	0
"AC008391.1"	0	6	5	2	0
"MAP3K1"	41	147	164	173	6
"SETD9"	3	88	38	95	1
"MIER3"	9	42	55	42	3
"AC008937.3"	0	2	1	1	0
"GPBP1"	380	655	741	659	17
"AC025470.2"	0	1	0	0	0
"ACTBL2"	1	0	0	0	0
"PLK2"	375	580	724	870	20
"GAPT"	0	0	0	0	0
"RAB3C"	0	0	0	0	0
"PDE4D"	45	108	104	155	4
"AC092343.1"	0	0	0	0	0
"PART1"	24	43	50	101	0
"DEPDC1B"	1	1	2	1	0
"ELOVL7"	28	37	93	36	1
"AC104113.1"	0	0	2	1	0
"ERCC8"	7	25	23	24	2
"NDUFAF2"	140	216	188	324	7
"SMIM15"	96	210	179	237	6
"LINC02057"	8	40	31	6	3
"ZSWIM6"	193	768	840	534	4
"C5orf64"	1	0	3	0	0
"KIF2A"	88	170	105	196	6
"DIMT1"	113	141	253	115	8
"IPO11"	9	22	14	30	2
"LRRC70"	0	0	0	1	0
"RNF180"	31	73	31	53	5
"RGS7BP"	0	0	0	0	0
"SHISAL2B"	0	0	0	0	0
"SREK1IP1"	145	252	220	352	12
"CWC27"	38	77	52	79	4
"AC092354.2"	1	0	1	1	0
"AC092354.1"	0	0	0	1	0
"ADAMTS6"	0	1	0	4	1
"CENPK"	1	5	5	13	0
"PPWD1"	25	85	60	59	8
"TRIM23"	12	53	63	65	0
"SHLD3"	5	12	20	15	2
"TRAPPC13"	15	22	29	49	2
"SGTB"	8	25	24	33	1
"NLN"	19	20	30	24	4
"AC010359.2"	1	0	2	2	0
"ERBIN"	79	182	282	295	7
"AC010359.3"	21	23	51	69	2
"AC025442.2"	0	1	1	1	0
"SREK1"	152	266	320	341	16
"AC092353.1"	0	0	2	0	0
"AC092353.2"	0	0	0	0	0
"MAST4"	282	407	840	460	16
"MAST4-AS1"	2	12	7	5	0
"CD180"	0	0	0	0	0
"AC112206.2"	0	3	2	2	0
"LINC02242"	0	2	2	4	0
"AC106798.1"	0	0	0	0	0
"AC024581.1"	0	1	1	0	0
"PIK3R1"	97	269	237	342	17
"AC010273.3"	0	2	1	2	0
"SLC30A5"	47	86	87	96	6
"AC010273.2"	0	2	1	2	0
"CCNB1"	4	16	16	22	1
"CENPH"	18	53	59	52	4
"MRPS36"	171	407	369	431	14
"CDK7"	96	147	183	109	3
"CCDC125"	13	14	19	25	2
"AK6"	149	316	296	213	7
"TAF9"	173	253	307	271	11
"RAD17"	19	36	30	50	3
"MARVELD2"	26	75	80	75	4
"OCLN"	37	72	190	101	0
"GTF2H2C"	14	26	14	14	3
"SERF1B"	1	2	1	2	0
"SMN2"	5	15	8	6	0
"AC146944.4"	1	5	5	4	0
"SERF1A"	4	9	12	4	0
"SMN1"	23	22	26	14	3
"NAIP"	16	33	32	36	2
"GTF2H2"	25	30	27	42	3
"BDP1"	176	237	198	283	13
"MCCC2"	38	62	58	104	3
"AC025774.1"	0	0	0	0	0
"MAP1B"	12	3	39	23	1
"MRPS27"	48	83	91	93	5
"PTCD2"	9	25	17	29	1
"ZNF366"	1	0	0	1	0
"AC035140.1"	0	2	0	0	0
"TNPO1"	155	379	364	448	17
"AC008972.1"	0	0	0	0	0
"AC008972.2"	0	2	0	1	0
"FCHO2"	38	78	65	84	1
"TMEM171"	0	0	0	0	0
"AC116345.1"	0	0	0	0	0
"FOXD1"	1	0	1	1	0
"AC099522.2"	2	13	4	9	0
"BTF3"	3397	8287	7406	8744	210
"ANKRA2"	35	97	82	114	8
"UTP15"	34	55	69	34	0
"ARHGEF28"	90	218	241	194	17
"AC091868.2"	0	1	0	1	0
"LINC01331"	0	0	0	2	0
"ENC1"	38	22	53	80	2
"HEXB"	83	147	147	229	5
"GFM2"	15	14	28	42	2
"NSA2"	569	1921	1937	1809	54
"FAM169A"	37	76	75	95	6
"AC010501.2"	0	1	1	0	0
"GCNT4"	2	5	11	4	0
"ANKRD31"	0	3	1	1	0
"HMGCR"	19	54	35	49	2
"CERT1"	70	147	151	149	5
"AC008897.3"	0	1	0	0	0
"POLK"	51	82	95	106	3
"AC010245.1"	1	0	0	3	0
"AC010245.2"	0	3	2	6	0
"ANKDD1B"	3	4	7	1	0
"POC5"	14	21	18	21	1
"SV2C"	0	0	0	0	0
"IQGAP2"	0	2	0	2	0
"AC026725.1"	0	0	0	0	0
"F2RL2"	1	0	0	1	0
"AC025188.1"	0	0	0	0	0
"F2R"	25	110	68	136	4
"F2RL1"	36	126	214	137	12
"S100Z"	0	0	1	0	0
"CRHBP"	0	0	0	0	0
"AGGF1"	33	77	75	140	9
"ZBED3"	3	6	12	21	0
"ZBED3-AS1"	2	1	4	2	0
"PDE8B"	6	17	16	29	0
"WDR41"	39	75	62	121	5
"TBCA"	416	823	903	1050	20
"AP3B1"	48	77	102	124	4
"SCAMP1-AS1"	16	35	24	32	1
"SCAMP1"	56	93	91	129	7
"LHFPL2"	10	2	6	14	1
"ARSB"	2	5	2	9	2
"DMGDH"	2	9	6	4	0
"BHMT2"	1	0	0	0	0
"BHMT"	0	0	0	0	0
"JMY"	48	112	68	84	5
"HOMER1"	28	48	96	57	5
"TENT2"	45	80	96	98	4
"CMYA5"	14	21	40	41	2
"MTX3"	19	31	34	50	5
"THBS4"	27	15	2	18	0
"AC012636.1"	0	1	0	0	0
"SERINC5"	93	175	236	237	9
"ZFYVE16"	42	69	92	116	4
"AC008771.1"	12	28	35	17	1
"FAM151B"	0	1	0	2	0
"DHFR"	4	15	7	19	5
"MSH3"	46	47	49	81	3
"RASGRF2-AS1"	0	0	0	0	0
"RASGRF2"	0	0	0	0	0
"CKMT2-AS1"	8	19	9	16	0
"CKMT2"	1	6	6	2	0
"ZCCHC9"	39	74	69	95	2
"ACOT12"	1	0	0	0	0
"AC010623.1"	0	1	3	1	0
"SSBP2"	79	170	158	160	12
"AC026726.1"	0	2	0	1	0
"ATG10"	30	68	60	57	2
"RPS23"	10082	24997	20469	27529	563
"ATP6AP1L"	7	11	5	17	1
"AC108174.1"	0	0	0	1	0
"AC104118.1"	0	0	1	2	0
"TMEM167A"	89	165	175	255	7
"XRCC4"	19	24	21	36	1
"VCAN"	5	2	1	2	0
"HAPLN1"	0	0	0	0	0
"EDIL3"	45	35	41	105	1
"AC113383.1"	29	41	45	95	2
"COX7C"	1374	3487	2867	4132	128
"LINC01949"	0	0	0	0	0
"RASA1"	19	40	50	52	2
"CCNH"	81	163	127	235	4
"AC018754.1"	0	0	0	1	0
"TMEM161B"	26	70	73	73	2
"TMEM161B-AS1"	61	120	123	130	3
"LINC00461"	0	0	0	0	0
"MEF2C"	10	35	26	32	1
"MEF2C-AS1"	2	2	1	1	0
"AC093510.2"	0	0	0	1	0
"CETN3"	36	97	104	104	7
"AC093510.1"	0	3	5	1	0
"MBLAC2"	16	12	14	20	3
"POLR3G"	11	3	12	7	0
"LYSMD3"	28	44	44	52	5
"ADGRV1"	11	84	37	17	2
"LUCAT1"	73	36	125	53	0
"AC074132.1"	1	0	0	1	0
"AC123595.1"	0	1	0	3	0
"AC123595.2"	0	1	0	1	0
"ARRDC3"	174	320	329	468	34
"ARRDC3-AS1"	3	1	6	5	0
"AC008517.1"	0	0	0	0	0
"AC012625.1"	0	0	0	0	0
"NR2F1-AS1"	4	0	0	0	0
"NR2F1"	0	1	0	0	0
"FAM172A"	44	112	101	114	7
"POU5F2"	6	9	12	13	1
"AC114980.1"	1	7	7	7	0
"AC117528.1"	0	0	0	1	0
"KIAA0825"	6	16	6	8	0
"SLF1"	14	26	20	33	5
"MCTP1"	4	3	6	24	1
"FAM81B"	0	0	0	0	0
"TTC37"	83	142	112	183	7
"ARSK"	14	28	31	34	4
"GPR150"	0	0	0	0	0
"RFESD"	9	13	13	23	1
"SPATA9"	0	1	0	2	0
"AC008840.1"	1	1	0	0	0
"RHOBTB3"	46	119	121	186	1
"GLRX"	37	53	58	153	4
"AC008592.4"	0	0	0	0	0
"LINC01554"	1	2	0	4	0
"AC008592.5"	0	1	0	0	0
"ELL2"	237	375	556	526	12
"AC104123.1"	0	3	0	1	0
"MIR583HG"	1	3	1	2	0
"AC099509.2"	0	0	1	0	0
"PCSK1"	0	0	1	2	0
"CAST"	1560	2953	3724	3567	76
"AC020900.1"	1	0	0	2	0
"ERAP1"	20	52	73	77	5
"AC008906.1"	11	17	34	54	0
"AC008906.2"	2	5	6	6	0
"AC009126.1"	2	11	3	7	0
"ERAP2"	19	6	60	80	13
"LNPEP"	55	118	157	205	10
"LIX1-AS1"	0	0	1	0	0
"LIX1"	0	0	1	0	0
"RIOK2"	51	100	96	58	3
"AC008883.3"	2	8	5	0	0
"LINC01340"	0	0	0	0	0
"RGMB"	14	31	52	41	3
"RGMB-AS1"	2	10	12	28	2
"AC008522.1"	2	5	4	3	0
"CHD1"	167	413	369	258	8
"LINC02062"	1	5	2	8	0
"AC113385.1"	1	1	0	0	0
"AC021086.1"	0	5	5	2	0
"FAM174A"	72	148	96	209	10
"ST8SIA4"	0	2	2	5	0
"SLCO6A1"	0	0	0	0	0
"LINC00492"	0	0	0	1	0
"LINC00491"	0	4	3	4	0
"PAM"	18	17	38	64	1
"GIN1"	18	26	11	30	1
"PPIP5K2"	40	73	77	108	8
"C5orf30"	6	13	12	7	0
"AC010406.1"	0	0	0	0	0
"NUDT12"	11	28	34	55	1
"AC099520.1"	0	0	0	1	0
"EFNA5"	27	48	80	78	6
"FBXL17"	35	62	61	103	4
"LINC01023"	15	42	42	49	0
"FER"	45	86	138	78	8
"AC008467.1"	6	16	20	32	1
"PJA2"	193	447	423	378	16
"AC012603.1"	0	1	1	0	0
"MAN2A1"	52	73	89	102	5
"TMEM232"	0	4	5	4	0
"SLC25A46"	26	42	51	75	5
"TSLP"	153	434	428	112	7
"WDR36"	53	103	84	100	3
"CAMK4"	1	0	0	0	0
"STARD4"	6	5	3	10	0
"STARD4-AS1"	0	3	1	2	3
"NREP"	6	7	8	16	0
"EPB41L4A"	32	66	71	78	5
"EPB41L4A-AS1"	783	1690	1150	1625	23
"AC104126.1"	9	30	36	11	0
"EPB41L4A-DT"	3	7	11	3	0
"APC"	59	93	83	119	12
"SRP19"	196	326	391	388	23
"REEP5"	288	523	411	755	37
"DCP2"	47	123	77	122	11
"MCC"	34	77	115	138	4
"YTHDC2"	46	72	50	94	8
"AC093240.1"	0	0	0	0	0
"KCNN2"	1	2	2	2	0
"AC010230.1"	0	1	0	1	0
"AC094104.2"	0	0	0	0	0
"AC094104.1"	0	0	0	0	0
"TRIM36"	56	77	47	102	5
"TRIM36-IT1"	2	0	0	1	0
"PGGT1B"	45	68	62	112	2
"AC008494.3"	2	2	1	0	0
"CCDC112"	54	52	33	69	4
"FEM1C"	64	107	89	132	5
"TICAM2"	8	6	12	8	2
"AC010226.1"	2	5	7	5	0
"TMED7"	107	149	168	219	7
"AC008549.2"	10	5	19	29	1
"CDO1"	0	0	0	0	0
"ATG12"	119	295	382	350	13
"AP3S1"	128	209	297	367	12
"LINCADL"	0	1	0	0	0
"LVRN"	0	2	1	6	0
"AC034236.3"	0	0	0	0	0
"AC034236.2"	5	12	10	6	0
"COMMD10"	40	69	75	99	8
"SEMA6A"	80	77	124	156	4
"SEMA6A-AS1"	0	5	0	1	0
"SEMA6A-AS2"	0	6	4	6	1
"AC010267.1"	0	0	5	0	0
"LINC00992"	5	12	13	20	0
"LINC02147"	0	1	0	1	0
"DTWD2"	14	20	19	24	2
"AC008629.1"	1	6	4	4	0
"DMXL1"	48	90	84	129	5
"TNFAIP8"	536	746	1079	469	12
"HSD17B4"	46	121	117	133	10
"PRR16"	1	0	0	2	0
"AC114284.1"	0	0	0	0	0
"AC008568.1"	0	0	0	0	0
"SRFBP1"	127	192	181	201	8
"LOX"	27	26	42	29	0
"ZNF474"	0	0	0	1	0
"AC010255.3"	2	1	1	1	0
"AC010255.2"	0	0	1	0	0
"AC113349.2"	1	0	1	0	0
"SNCAIP"	13	6	6	18	3
"AC113349.1"	0	1	2	1	0
"AC119150.1"	0	0	1	0	0
"AC022101.1"	2	1	0	4	0
"SNX2"	108	222	209	240	11
"SNX24"	17	45	34	69	3
"PPIC"	57	76	74	244	11
"PRDM6"	0	0	2	0	0
"CEP120"	12	21	22	22	0
"CSNK1G3"	38	87	87	132	1
"LINC01170"	0	0	0	1	0
"ZNF608"	23	49	39	63	7
"AC113398.2"	0	0	0	0	0
"AC116362.1"	0	0	0	1	0
"GRAMD2B"	46	67	157	99	6
"AC093535.1"	0	0	1	0	0
"ALDH7A1"	101	183	234	254	15
"PHAX"	102	140	103	131	6
"LMNB1"	0	5	1	3	0
"MARCH3"	2	7	19	4	2
"C5orf63"	15	15	9	7	0
"AC011416.3"	1	0	0	1	0
"AC011416.4"	0	0	0	0	0
"MEGF10"	1	0	0	1	0
"PRRC1"	26	51	54	90	13
"CTXN3"	0	0	2	2	0
"CCDC192"	0	0	1	2	0
"LINC01184"	60	85	90	146	7
"SLC12A2"	92	242	309	386	14
"FBN2"	0	0	4	2	0
"SLC27A6"	8	50	22	21	6
"ISOC1"	61	131	92	118	11
"CHSY3"	1	1	1	2	0
"AC006525.1"	0	0	1	0	0
"HINT1"	1674	3428	2894	4464	98
"LYRM7"	42	78	65	74	2
"CDC42SE2"	50	129	141	159	9
"RAPGEF6"	32	71	73	71	3
"FNIP1"	184	335	339	352	7
"MEIKIN"	0	0	0	0	0
"ACSL6"	3	13	4	12	1
"CSF2"	0	0	0	0	0
"P4HA2"	62	104	97	74	5
"PDLIM4"	175	308	396	197	17
"SLC22A4"	9	4	8	9	0
"MIR3936HG"	22	48	31	39	3
"SLC22A5"	12	22	29	25	3
"C5orf56"	16	49	43	92	2
"AC116366.1"	2	5	7	8	0
"IRF1"	400	888	485	1512	27
"IL5"	0	0	0	0	0
"RAD50"	129	177	148	213	17
"IL13"	0	0	0	0	0
"AC004039.1"	0	0	0	0	0
"KIF3A"	25	58	43	50	6
"CCNI2"	1	0	2	0	0
"SEPTIN8"	9	27	30	42	3
"SOWAHA"	0	0	0	2	0
"SHROOM1"	4	8	7	4	1
"GDF9"	0	2	2	1	0
"UQCRQ"	456	966	793	1573	58
"LEAP2"	16	26	32	62	2
"AFF4"	324	500	475	648	24
"AC010240.3"	0	0	0	1	0
"ZCCHC10"	87	250	228	192	7
"AC113410.5"	0	0	0	0	0
"AC113410.4"	5	4	9	9	0
"HSPA4"	128	158	130	155	12
"AC113410.2"	4	4	2	3	0
"FSTL4"	11	8	12	26	2
"AC010307.4"	0	0	0	0	0
"C5orf15"	56	83	91	190	13
"VDAC1"	384	577	517	780	39
"AC008608.2"	4	7	12	18	0
"TCF7"	27	44	52	78	1
"SKP1"	1080	2673	2906	3387	102
"PPP2CA"	312	625	555	493	8
"AC104109.2"	2	2	1	4	0
"CDKL3"	10	28	32	40	0
"UBE2B"	505	1282	994	1202	35
"AC109454.2"	3	5	15	18	0
"CDKN2AIPNL"	40	77	62	139	3
"JADE2"	21	52	52	63	6
"SAR1B"	74	140	119	160	7
"SEC24A"	33	52	107	78	2
"CAMLG"	329	806	684	662	12
"DDX46"	198	344	312	490	17
"C5orf24"	62	172	170	174	12
"TXNDC15"	62	124	82	197	8
"PCBD2"	8	24	12	35	1
"CATSPER3"	0	0	0	2	0
"PITX1"	9	10	19	18	0
"C5orf66"	1	0	1	0	0
"AC008406.3"	0	0	0	0	0
"C5orf66-AS1"	1	0	0	0	0
"H2AFY"	149	238	278	512	25
"AC026691.1"	0	3	2	1	0
"AC034206.1"	0	3	3	1	0
"CXCL14"	4423	12509	7343	24181	1447
"SLC25A48"	5	6	12	12	3
"AC114296.1"	1	1	5	2	0
"LECT2"	0	0	0	0	0
"TGFBI"	899	2036	1367	3903	67
"SMAD5-AS1"	11	15	7	26	1
"SMAD5"	100	272	289	483	21
"SMIM32"	0	0	0	0	0
"SPOCK1"	23	9	7	32	0
"KLHL3"	4	6	3	10	0
"HNRNPA0"	446	1061	945	981	37
"AC106791.1"	8	9	13	11	0
"MYOT"	0	0	0	1	0
"PKD2L2"	1	5	5	4	0
"FAM13B"	53	114	122	125	10
"NME5"	3	16	26	12	0
"BRD8"	42	57	65	70	6
"KIF20A"	0	2	0	0	0
"CDC23"	44	92	72	71	1
"GFRA3"	0	0	0	0	0
"CDC25C"	1	0	2	0	0
"FAM53C"	91	214	192	387	8
"KDM3B"	32	69	75	95	5
"REEP2"	3	1	1	2	0
"EGR1"	1373	3691	3671	9002	196
"ETF1"	236	504	520	419	15
"HSPA9"	401	614	590	743	35
"CTNNA1"	199	397	447	398	19
"AC034243.1"	2	15	9	1	0
"LRRTM2"	4	7	7	2	1
"SIL1"	34	99	94	121	6
"AC011405.1"	0	1	3	1	0
"MATR3"	0	2	0	2	0
"SNHG4"	19	22	24	28	0
"MATR3.1"	28	88	51	67	5
"PAIP2"	248	646	548	647	24
"AC135457.1"	1	0	1	2	0
"SLC23A1"	3	1	0	0	0
"MZB1"	1	0	1	0	0
"PROB1"	0	2	0	0	0
"SPATA24"	8	14	16	16	0
"DNAJC18"	12	27	26	17	1
"ECSCR"	0	0	0	5	1
"SMIM33"	0	0	1	0	0
"TMEM173"	68	165	90	163	15
"AC010378.2"	0	0	0	0	0
"UBE2D2"	264	519	438	628	33
"CXXC5"	11	53	58	68	1
"PSD2-AS1"	0	0	0	0	0
"PSD2"	1	0	0	0	0
"NRG2"	36	129	84	68	1
"MALINC1"	23	23	12	20	1
"PURA"	143	336	318	453	8
"IGIP"	2	14	14	25	2
"AC011379.2"	0	1	5	12	0
"CYSTM1"	572	963	831	675	17
"AC011379.1"	29	36	45	54	4
"PFDN1"	101	210	203	225	9
"HBEGF"	534	517	1266	711	10
"SLC4A9"	0	0	0	0	0
"AC008438.1"	0	0	0	1	0
"ANKHD1"	172	321	381	358	16
"SRA1"	97	135	137	215	10
"EIF4EBP3"	95	180	210	236	13
"APBB3"	6	9	19	18	2
"SLC35A4"	35	66	70	95	2
"CD14"	13	16	11	42	0
"NDUFA2"	217	470	439	792	17
"TMCO6"	4	7	9	12	2
"IK"	201	448	365	555	16
"WDR55"	21	39	47	58	1
"DND1"	0	9	10	6	0
"HARS"	72	146	111	125	3
"HARS2"	11	24	24	40	2
"ZMAT2"	109	269	220	325	13
"PCDHA3"	0	0	0	0	0
"PCDHA4"	0	0	1	0	0
"PCDHA6"	0	0	0	0	0
"PCDHA7"	0	0	0	0	0
"PCDHA9"	0	0	0	0	0
"PCDHA10"	1	0	1	1	0
"PCDHA11"	0	0	0	0	0
"PCDHA12"	1	0	0	3	0
"AC005609.3"	0	0	0	0	0
"PCDHA13"	0	0	0	0	0
"PCDHAC1"	0	0	0	0	0
"PCDHAC2"	0	0	0	0	0
"PCDHB2"	4	8	7	0	0
"AC244517.2"	0	0	0	0	0
"PCDHB3"	0	1	0	4	0
"AC244517.1"	0	0	0	0	0
"PCDHB4"	1	2	6	1	1
"PCDHB5"	2	5	3	2	0
"AC244517.11"	0	0	0	0	0
"PCDHB6"	1	1	0	3	0
"PCDHB7"	0	0	0	1	1
"PCDHB8"	0	0	0	0	0
"PCDHB16"	4	6	3	7	0
"PCDHB9"	0	3	3	1	0
"PCDHB10"	1	3	0	2	0
"PCDHB11"	1	8	7	14	0
"PCDHB12"	0	0	1	4	0
"PCDHB13"	4	7	2	6	1
"PCDHB14"	9	11	2	14	0
"PCDHB15"	2	3	1	0	0
"TAF7"	346	895	597	537	16
"SLC25A2"	0	0	0	0	0
"AC005618.4"	0	0	1	1	0
"AC005618.1"	0	0	0	0	0
"PCDHGA1"	0	0	0	0	0
"PCDHGA2"	2	2	0	2	0
"PCDHGA3"	1	0	0	0	0
"PCDHGB1"	0	2	0	2	0
"PCDHGA4"	0	0	0	2	0
"PCDHGB2"	0	0	2	0	0
"PCDHGA5"	3	13	1	4	0
"PCDHGB3"	0	2	0	1	0
"PCDHGA6"	2	8	2	4	2
"PCDHGA7"	1	8	0	2	0
"PCDHGB4"	0	0	0	0	0
"PCDHGA8"	0	1	0	1	2
"PCDHGB5"	0	0	1	2	0
"PCDHGA9"	1	5	1	3	0
"PCDHGB6"	4	5	5	9	0
"PCDHGA10"	3	14	12	12	2
"PCDHGB7"	3	3	2	3	0
"PCDHGA11"	0	2	2	1	0
"PCDHGA12"	2	0	0	2	0
"AC008781.3"	0	2	0	1	0
"PCDHGC3"	5	9	4	10	1
"DIAPH1"	212	313	383	279	10
"AC008781.2"	5	3	1	0	0
"AC008781.1"	1	1	1	0	0
"HDAC3"	71	133	107	123	3
"RELL2"	7	12	11	12	0
"FCHSD1"	9	16	24	17	3
"ARAP3"	5	2	5	7	0
"AC005753.3"	0	0	0	1	0
"PCDH1"	9	10	11	13	0
"AC005740.5"	1	1	1	0	0
