"lako1"	"lako2"	"lako3"	"lako4"
"LINC01291"	2	0	3	1
"AC104135.1"	1	0	1	1
"POLE4"	867	729	614	1447
"TACR1"	0	0	0	0
"AC007681.1"	1	1	1	5
"EVA1A"	297	134	307	526
"AC007099.1"	1	0	2	3
"MRPL19"	795	414	391	1061
"GCFC2"	189	96	133	263
"AC005034.5"	3	1	3	7
"AC005034.2"	0	0	0	1
"AC005034.6"	7	12	4	10
"AC005034.4"	3	3	2	3
"LRRTM4"	0	0	0	0
"CTNNA2"	0	0	2	0
"LRRTM1"	1	1	0	0
"SUCLG1"	1144	660	711	1564
"DNAH6"	18	13	21	39
"TRABD2A"	7	7	11	23
"TMSB10"	26230	16979	25313	51838
"AC022210.2"	7	2	6	2
"KCMF1"	1301	1129	1227	1536
"LINC01964"	5	3	0	6
"TCF7L1"	394	321	408	682
"TCF7L1-IT1"	1	0	0	1
"TGOLN2"	1000	592	589	1535
"RETSAT"	378	143	228	589
"ELMOD3"	165	75	58	213
"CAPG"	3581	1901	2844	7051
"SH2D6"	12	5	5	28
"PARTICL"	363	146	73	345
"MAT2A"	1796	1495	2156	4751
"GGCX"	371	268	363	662
"VAMP8"	3074	1862	2058	5143
"VAMP5"	54	38	36	150
"RNF181"	1608	893	1113	2346
"TMEM150A"	103	69	84	160
"USP39"	288	135	164	418
"C2orf68"	141	99	120	223
"GNLY"	0	0	0	6
"ATOH8"	3	4	2	4
"ST3GAL5"	33	24	20	41
"ST3GAL5-AS1"	0	1	0	1
"AC012511.1"	1	0	0	2
"POLR1A"	65	38	37	138
"PTCD3"	421	230	312	676
"IMMT"	494	258	339	724
"AC009309.1"	5	24	21	33
"MRPL35"	418	217	287	771
"REEP1"	5	8	2	4
"KDM3A"	434	308	405	584
"CHMP3"	1907	1418	1800	3763
"AC015971.1"	4	2	2	3
"RNF103"	320	307	541	550
"RMND5A"	306	209	204	551
"CD8A"	1	0	2	3
"CD8B"	0	0	0	2
"PLGLB1"	14	3	2	32
"AC068279.2"	5	3	7	8
"LINC01943"	7	1	4	1
"CYTOR"	287	67	797	219
"AC133644.2"	1	0	0	0
"PLGLB2"	11	7	13	35
"RGPD2"	3	6	0	5
"AC108479.3"	3	1	2	0
"KRCC1"	558	271	348	935
"FABP1"	0	0	0	2
"THNSL2"	111	81	56	313
"FOXI3"	2	0	0	0
"EIF2AK3"	240	123	145	294
"EIF2AK3-DT"	40	31	15	38
"AC062029.1"	3	3	1	7
"RPIA"	192	96	132	245
"IGKC"	0	0	0	235
"AC233263.6"	6	8	5	12
"AC233266.2"	1	0	0	9
"AC027612.5"	5	2	0	0
"IGKV1OR2-1"	5	2	1	1
"AC103563.7"	15	8	8	30
"MAL"	3474	948	1767	4136
"AC103563.9"	0	0	2	4
"MRPS5"	614	304	302	813
"ZNF514"	194	89	89	248
"ZNF2"	31	7	18	56
"AC092835.1"	18	1	1	18
"PROM2"	387	175	318	1107
"KCNIP3"	7	7	7	15
"FAHD2A"	124	120	83	231
"AC009237.14"	50	16	17	46
"AC009237.15"	2	1	0	2
"TRIM43"	1	0	0	0
"LINC00342"	105	79	84	240
"ANKRD36C"	164	100	88	246
"GPAT2"	1	0	10	5
"ADRA2B"	1	0	0	1
"ASTL"	0	0	0	0
"DUSP2"	127	102	154	339
"STARD7"	286	282	293	655
"STARD7-AS1"	21	19	8	40
"TMEM127"	260	167	213	517
"CIAO1"	672	325	372	1030
"SNRNP200"	843	405	528	1243
"AC021188.1"	0	0	0	0
"ITPRIPL1"	3	4	4	2
"NCAPH"	48	23	27	65
"NEURL3"	1	4	1	0
"AC013270.1"	0	0	0	0
"ARID5A"	273	218	453	483
"KANSL3"	169	96	117	271
"FER1L5"	2	1	0	2
"LMAN2L"	88	41	48	120
"CNNM4"	62	67	83	125
"CNNM3-DT"	0	1	1	6
"CNNM3"	154	103	119	272
"ANKRD23"	5	9	9	16
"ANKRD39"	199	163	141	349
"SEMA4C"	112	41	67	206
"FAM178B"	51	6	12	49
"FAHD2B"	78	67	69	78
"ANKRD36"	212	114	86	335
"AC159540.2"	16	8	7	47
"AC092683.1"	115	93	58	355
"ANKRD36B"	84	65	28	226
"COX5B"	7812	4673	4932	12188
"ACTR1B"	174	80	66	260
"C2orf92"	40	13	21	55
"ZAP70"	0	0	0	0
"TMEM131"	401	175	345	647
"VWA3B"	2	4	4	5
"CNGA3"	0	0	1	0
"INPP4A"	85	27	36	163
"COA5"	716	488	404	983
"UNC50"	927	444	425	1269
"MGAT4A"	76	54	36	97
"LINC02611"	1	0	2	2
"KIAA1211L"	584	184	324	747
"TSGA10"	158	130	84	252
"C2orf15"	24	11	8	40
"AC079447.1"	4	4	2	15
"LIPT1"	74	45	57	106
"MITD1"	483	302	322	981
"MRPL30"	143	155	165	384
"LYG2"	2	3	6	30
"LYG1"	5	3	4	10
"TXNDC9"	620	260	284	862
"EIF5B"	3036	1561	1671	3596
"REV1"	906	410	397	1089
"AC018690.1"	3	7	4	12
"AFF3"	4	9	3	8
"AC092667.1"	0	0	0	0
"LONRF2"	7	0	7	7
"CHST10"	17	12	6	34
"PDCL3"	797	394	377	1131
"NPAS2"	153	164	239	340
"AC092168.2"	18	10	13	25
"AC016738.2"	2	1	7	2
"AC016738.1"	0	0	0	1
"RPL31"	9340	9495	9338	16158
"TBC1D8"	25	16	13	29
"TBC1D8-AS1"	18	5	2	15
"CNOT11"	207	121	169	431
"RNF149"	1289	574	1121	1600
"CREG2"	673	155	360	671
"RFX8"	3	3	5	4
"MAP4K4"	664	423	672	676
"LINC01127"	433	462	254	497
"IL1R2"	453	496	199	151
"IL1R1"	121	117	132	162
"IL1RL2"	23	26	30	20
"IL1RL1"	105	0	15	5
"IL18R1"	20	19	21	92
"IL18RAP"	1	0	2	1
"AC007278.1"	0	0	0	0
"SLC9A4"	0	0	1	0
"SLC9A2"	8	3	10	9
"MFSD9"	50	27	24	75
"TMEM182"	47	22	21	50
"LINC01965"	0	0	0	1
"AC068535.1"	0	0	0	0
"LINC01831"	0	0	0	0
"LINC01102"	1	0	1	1
"LINC01103"	0	0	0	0
"PANTR1"	21	5	2	18
"AC068057.1"	2	1	11	6
"LINC01114"	2	0	0	5
"AC018730.1"	0	0	0	0
"POU3F3"	8	10	3	18
"LINC01159"	0	3	0	2
"AC010884.1"	0	0	0	1
"MRPS9"	390	218	249	588
"LINC01918"	146	66	55	111
"AC012360.2"	0	0	0	1
"TGFBRAP1"	107	47	68	182
"AC012360.1"	8	3	1	3
"AC012360.3"	58	37	59	92
"C2orf49"	568	333	290	695
"FHL2"	1092	1777	1972	1670
"AC108058.1"	5	1	8	5
"NCK2"	522	298	346	724
"AC010978.1"	2	3	0	3
"ECRG4"	102	34	81	63
"UXS1"	966	336	493	1606
"ST6GAL2"	24	52	46	62
"AC096669.1"	1	0	0	0
"LINC01886"	0	0	0	2
"SLC5A7"	0	0	0	0
"SULT1C2"	4	0	2	8
"SULT1C4"	4	0	1	0
"GCC2"	1055	587	534	1526
"GCC2-AS1"	5	4	2	6
"LIMS1"	1128	671	1090	2013
"RANBP2"	717	394	518	1188
"CCDC138"	86	69	66	165
"EDAR"	12	13	8	27
"SH3RF3-AS1"	3	0	0	4
"SH3RF3"	16	10	30	42
"SEPTIN10"	761	554	537	1431
"AC011753.2"	2	1	3	7
"SOWAHC"	372	268	277	728
"AC074387.1"	7	10	23	6
"RGPD5"	147	96	90	172
"LINC01123"	5	2	4	2
"MALL"	2123	848	1361	2839
"NPHP1"	52	58	44	112
"MTLN"	1068	610	619	1721
"LINC01106"	33	10	15	16
"AC112229.2"	0	0	0	0
"AC226101.1"	1	1	0	0
"BUB1"	82	31	45	88
"ACOXL"	10	1	1	5
"MIR4435-2HG"	127	91	255	117
"ACOXL-AS1"	5	2	6	7
"BCL2L11"	338	283	429	526
"AC108463.3"	1	1	3	0
"AC068491.3"	9	2	10	4
"AC017002.6"	1	0	3	0
"AC017002.3"	4	2	9	3
"AC017002.1"	2	1	4	0
"ANAPC1"	257	164	173	413
"MERTK"	15	7	15	25
"AC093675.1"	9	0	0	3
"TMEM87B"	392	173	182	514
"FBLN7"	6	4	2	18
"ZC3H8"	515	265	216	646
"AC092645.2"	0	0	0	1
"ZC3H6"	629	347	387	818
"RGPD8"	6	0	9	7
"TTL"	108	84	93	192
"POLR1B"	126	49	63	147
"CHCHD5"	856	462	720	1555
"AC079922.2"	78	28	14	86
"SLC20A1"	6557	3491	5097	4976
"NT5DC4"	3	0	4	5
"CKAP2L"	186	81	60	180
"IL1A"	367	1771	1942	941
"AC079753.2"	1	0	3	4
"IL1B"	45	70	46	60
"IL36G"	233	386	975	519
"IL36B"	0	0	0	0
"IL36RN"	20	19	11	19
"IL1F10"	3	3	2	0
"IL1RN"	1121	857	1549	2084
"PSD4"	214	150	136	379
"PAX8-AS1"	222	75	774	969
"PAX8"	18	4	26	47
"AC016745.1"	14	4	13	9
"AC016745.2"	33	8	23	69
"CBWD2"	133	149	123	229
"FOXD4L1"	1	0	0	0
"PGM5P4-AS1"	0	0	0	0
"FAM138B"	0	0	0	0
"AL078621.4"	1	0	2	3
"RABL2A"	64	44	31	122
"AC017074.1"	0	1	1	2
"SLC35F5"	602	280	467	853
"AC104653.1"	14	6	2	15
"AC110769.2"	46	34	50	76
"ACTR3"	2485	1393	2022	2800
"LINC01191"	10	6	27	24
"AC110769.1"	1	0	0	0
"DPP10"	67	24	26	93
"DPP10-AS1"	91	47	35	107
"AC009312.1"	10	1	1	1
"DDX18"	1963	1083	941	2707
"AC009404.1"	37	26	28	71
"CCDC93"	128	101	134	142
"INSIG2"	185	118	146	262
"THORLNC"	1	1	0	1
"EN1"	0	0	0	0
"MARCO"	0	0	0	2
"STEAP3"	26	11	6	56
"STEAP3-AS1"	3	1	0	1
"C2orf76"	270	177	246	526
"DBI"	5580	2857	2498	8755
"TMEM37"	117	47	32	188
"CFAP221"	0	1	0	0
"TMEM177"	172	69	50	219
"PTPN4"	133	77	64	280
"EPB41L5"	255	209	337	337
"TMEM185B"	178	111	133	316
"RALB"	591	253	419	891
"INHBB"	2	3	3	3
"AC073257.2"	0	0	0	0
"GLI2"	22	3	4	42
"AC017033.1"	2	0	0	1
"TFCP2L1"	56	83	122	54
"CLASP1"	209	128	191	422
"AC012447.1"	2	2	2	1
"NIFK-AS1"	168	72	85	168
"NIFK"	1390	888	902	1584
"TSN"	678	369	405	1018
"LINC01823"	0	0	0	0
"AC011246.1"	0	0	0	0
"AC079154.1"	0	0	1	0
"CNTNAP5"	3	4	0	5
"AC019159.2"	0	0	0	0
"AC097499.2"	0	0	0	3
"LINC01889"	0	0	1	0
"GYPC"	18	30	16	32
"AC012508.2"	1	0	0	0
"AC012508.1"	0	0	0	1
"BIN1"	314	129	170	414
"AC110926.2"	1	1	0	1
"CYP27C1"	205	106	110	412
"ERCC3"	171	115	108	350
"AC068282.1"	4	2	1	2
"MAP3K2"	900	695	640	1636
"MAP3K2-DT"	162	81	105	149
"PROC"	6	0	2	11
"IWS1"	531	197	235	604
"AC010976.2"	0	0	0	0
"LIMS2"	3	1	2	10
"WDR33"	1156	888	754	1614
"SFT2D3"	199	67	64	199
"POLR2D"	294	149	195	394
"AMMECR1L"	174	108	197	262
"AC012306.2"	46	37	23	40
"AC012306.3"	3	2	0	8
"SAP130"	75	56	76	142
"UGGT1"	180	111	106	380
"HS6ST1"	227	191	175	849
"LINC02572"	2	4	0	3
"AC079776.5"	0	0	0	2
"RAB6C"	0	0	0	1
"CCDC74B"	1	0	3	1
"SMPD4"	206	146	157	419
"MZT2B"	3760	2747	2504	6301
"CCDC115"	799	407	466	1175
"IMP4"	793	425	520	1161
"PTPN18"	178	95	104	272
"AC133785.1"	32	14	13	52
"ARHGEF4"	705	279	314	1368
"FAM168B"	308	239	228	515
"PLEKHB2"	1094	591	710	1354
"MZT2A"	1933	994	1095	2431
"CCDC74A"	18	23	24	24
"C2orf27A"	83	11	44	108
"AJ239322.1"	1	0	0	0
"AC093787.2"	10	2	5	18
"AC097532.1"	1	1	1	0
"AC097532.2"	30	7	7	28
"AC097532.3"	20	8	2	23
"GPR39"	47	13	16	69
"LYPD1"	139	120	110	232
"AC010974.1"	2	0	0	0
"NCKAP5"	244	159	230	369
"NCKAP5-AS2"	3	2	0	7
"NCKAP5-IT1"	0	0	0	1
"MGAT5"	67	80	89	157
"TMEM163"	0	0	1	0
"CCNT2-AS1"	9	5	14	21
"CCNT2"	720	312	383	760
"MAP3K19"	68	23	15	44
"RAB3GAP1"	716	437	513	982
"ZRANB3"	54	42	33	135
"R3HDM1"	281	146	123	475
"UBXN4"	3051	1594	1654	4405
"MCM6"	149	41	61	223
"DARS"	1436	759	1308	2008
"DARS-AS1"	7	6	8	20
"CXCR4"	5	4	2	11
"THSD7B"	0	0	0	0
"HNMT"	9	18	20	37
"AC114763.1"	5	1	2	14
"SPOPL"	409	208	302	495
"AC092620.1"	53	23	43	51
"AC092620.2"	1	2	0	8
"LINC02631"	4	1	6	6
"NXPH2"	1	0	0	0
"AC013265.1"	3	6	13	1
"AC062021.1"	1	5	9	3
"LRP1B"	16	20	23	53
"KYNU"	33	11	30	27
"ARHGAP15"	2	1	0	5
"AC092652.3"	0	0	0	1
"AC092652.1"	0	0	0	0
"AC092652.2"	0	0	0	0
"AC016910.1"	0	0	0	0
"GTDC1"	150	104	85	250
"ZEB2"	33	26	21	66
"ZEB2-AS1"	1	0	0	0
"AC009951.6"	2	1	0	0
"LINC01412"	0	0	0	0
"TEX41"	4	15	7	11
"ACVR2A"	224	156	241	469
"AC009480.1"	4	15	5	7
"ORC4"	505	311	323	756
"MBD5"	273	179	185	430
"EPC2"	227	152	151	380
"KIF5C"	9	6	10	5
"LYPD6B"	1317	596	870	1876
"AC009230.1"	2	0	0	3
"LYPD6"	60	27	75	79
"MMADHC"	1234	778	1094	1740
"AC007364.1"	17	16	13	23
"LINC01931"	0	7	0	0
"RND3"	8494	6276	12153	16427
"AC023469.1"	0	0	0	0
"AC018731.1"	0	0	0	0
"RBM43"	222	98	133	317
"NMI"	223	123	153	463
"TNFAIP6"	5	1	1	1
"RIF1"	924	456	477	1334
"NEB"	8	3	14	27
"ARL5A"	1171	912	901	1905
"AC097448.1"	90	68	86	179
"CACNB4"	96	171	177	305
"STAM2"	228	119	134	324
"AC079790.2"	0	0	0	0
"FMNL2"	251	126	151	356
"AC012066.2"	1	1	2	7
"AC012443.2"	3	1	4	2
"PRPF40A"	2022	1084	1491	2603
"ARL6IP6"	760	418	529	1223
"RPRM"	67	5	8	34
"GALNT13"	24	15	34	44
"AC061961.1"	0	0	0	0
"KCNJ3"	2	0	2	1
"AC073225.1"	1	6	6	6
"LINC01876"	20	16	32	41
"AC074099.1"	5	3	7	11
"NR4A2"	423	799	1250	2045
"GPD2"	179	123	204	389
"AC096589.1"	3	1	0	0
"GALNT5"	198	111	199	334
"CYTIP"	1	0	0	3
"ACVR1C"	2	2	2	4
"AC019186.1"	1	0	0	0
"ACVR1"	103	70	111	207
"UPP2"	2	0	1	2
"AC013731.1"	5	5	5	8
"AC091488.1"	4	11	8	20
"CCDC148"	5	12	11	17
"PKP4"	261	148	209	496
"PKP4-AS1"	2	2	0	0
"DAPL1"	18139	7054	6385	24055
"TANC1"	443	180	312	701
"WDSUB1"	147	67	41	145
"BAZ2B"	736	510	661	1248
"AC008277.1"	0	0	2	4
"AC009506.1"	61	50	40	81
"AC009961.1"	31	19	19	63
"MARCH7"	913	568	669	1151
"CD302"	46	56	55	82
"AC009961.4"	2	1	0	1
"LY75"	187	94	80	177
"PLA2R1"	205	68	82	270
"ITGB6"	169	171	265	466
"AC092153.1"	3	15	5	12
"LINC02478"	3	2	4	4
"RBMS1"	424	357	455	763
"TANK"	624	367	461	900
"AC009299.3"	6	9	4	9
"LINC01806"	15	10	18	43
"PSMD14"	968	558	631	1405
"SLC4A10"	0	0	0	0
"DPP4"	2	1	2	1
"AC008063.1"	0	0	3	0
"AC008063.2"	1	0	0	0
"FAP"	1	1	10	7
"IFIH1"	246	157	278	343
"GCA"	261	149	246	394
"FIGN"	2	1	4	10
"GRB14"	3	1	3	0
"COBLL1"	1121	555	1037	1251
"AC019197.1"	30	14	21	29
"SLC38A11"	14	2	1	4
"SCN3A"	3	1	0	11
"SCN2A"	4	0	5	2
"CSRNP3"	124	88	98	282
"GALNT3"	1175	645	903	1299
"AC009495.3"	30	10	12	25
"AC009495.1"	0	1	0	2
"TTC21B"	157	135	155	246
"TTC21B-AS1"	2	7	4	10
"SCN1A-AS1"	7	20	29	27
"SCN1A"	0	0	0	0
"SCN9A"	1	2	2	1
"SCN7A"	5	0	1	4
"XIRP2"	0	0	0	0
"AC073050.1"	0	0	0	0
"AC016723.1"	1	0	2	1
"B3GALT1"	0	1	2	0
"STK39"	88	59	75	123
"CERS6"	521	432	681	927
"CERS6-AS1"	4	3	5	3
"NOSTRIN"	3	3	8	7
"SPC25"	53	22	32	93
"ABCB11"	9	5	9	17
"DHRS9"	28	6	18	20
"BBS5"	102	53	58	141
"KLHL41"	1	1	3	1
"FASTKD1"	106	58	52	190
"PPIG"	2058	1436	1416	3183
"CCDC173"	4	12	5	13
"PHOSPHO2"	58	27	19	75
"KLHL23"	22	46	37	44
"SSB"	2768	1317	1261	3121
"METTL5"	1343	965	675	2102
"UBR3"	288	164	207	539
"MYO3B"	18	3	26	33
"AC007405.1"	5	1	2	3
"SP5"	1	0	0	1
"AC007405.3"	23	48	25	43
"ERICH2"	17	8	7	17
"GAD1"	13	12	4	13
"GORASP2"	504	230	332	807
"TLK1"	490	311	347	872
"METTL8"	340	156	197	555
"DCAF17"	136	67	58	228
"CYBRD1"	1708	1039	1215	3443
"DYNC1I2"	1464	756	859	2435
"SLC25A12"	198	118	117	358
"HAT1"	788	541	657	1338
"METAP1D"	58	43	30	104
"DLX1"	0	0	1	0
"DLX2"	2	3	13	4
"AC104088.1"	0	0	0	0
"AC104088.3"	1	0	0	0
"AC104088.2"	2	0	0	0
"ITGA6"	3221	1206	2162	4959
"AC078883.2"	1	3	7	10
"ITGA6-AS1"	1	3	2	5
"AC078883.1"	11	4	14	16
"PDK1"	367	114	208	319
"RAPGEF4"	48	38	70	140
"MAP3K20"	432	438	553	626
"MAP3K20-AS1"	0	0	1	2
"CDCA7"	142	62	65	229
"AC106900.1"	14	4	20	14
"SP3"	760	543	736	1306
"AC016737.1"	2	3	0	4
"AC016737.2"	2	0	1	0
"LINC01960"	0	2	2	2
"OLA1"	1155	591	830	1621
"LINC01305"	1	0	0	0
"SP9"	0	0	1	1
"CIR1"	1205	857	873	1996
"SCRN3"	135	85	80	245
"GPR155"	130	133	140	278
"AC010894.2"	33	39	26	55
"AC010894.3"	0	0	0	0
"WIPF1"	10	18	19	24
"CHRNA1"	0	0	0	0
"CHN1"	2	2	3	10
"ATF2"	336	276	294	485
"AC096649.1"	1	0	0	0
"ATP5MC3"	5101	3294	3330	8203
"LNPK"	299	158	148	471
"HOXD11"	0	0	1	2
"HOXD10"	0	0	0	2
"HOXD-AS2"	0	0	0	0
"HOXD9"	0	0	0	1
"HOXD8"	2	0	1	2
"HOXD3"	0	0	0	1
"HOXD4"	0	0	0	1
"HAGLR"	0	0	0	1
"HAGLROS"	0	0	0	1
"HOXD1"	0	0	0	0
"MTX2"	613	339	420	924
"LINC01117"	0	0	0	0
"LINC01116"	44	11	22	29
"AC074286.1"	0	0	0	2
"AC079305.3"	27	7	36	65
"HNRNPA3"	4318	2416	2609	5632
"NFE2L2"	3610	3133	3468	7258
"AC079305.1"	45	31	71	101
"AC019080.1"	219	50	21	135
"AC019080.5"	5	1	2	4
"AC019080.6"	0	0	2	3
"AGPS"	176	95	105	341
"TTC30B"	30	17	25	99
"TTC30A"	46	7	28	76
"PDE11A"	12	2	7	10
"RBM45"	70	36	39	124
"OSBPL6"	80	91	55	218
"CHROMR"	42	57	42	97
"PRKRA"	795	469	567	1257
"PJVK"	76	38	33	83
"FKBP7"	144	136	113	195
"PLEKHA3"	568	484	439	892
"TTN-AS1"	104	72	86	202
"TTN"	5	3	6	12
"AC009948.3"	14	6	9	11
"AC009948.2"	2	2	4	11
"AC010680.3"	5	5	4	18
"AC010680.2"	1	2	3	10
"AC010680.4"	1	3	2	7
"AC010680.5"	1	1	0	0
"AC010680.1"	0	2	1	0
"CCDC141"	0	0	0	0
"SESTD1"	89	55	73	111
"ZNF385B"	5	5	1	23
"CWC22"	455	270	310	743
"UBE2E3"	869	738	921	1558
"AC104076.1"	1	0	0	0
"LINC01934"	1	0	2	0
"ITGA4"	6	1	0	4
"NEUROD1"	1	2	0	0
"AC009962.1"	7	2	10	8
"ITPRID2"	1487	548	800	1432
"PPP1R1C"	13	10	10	12
"PDE1A"	35	114	73	125
"DNAJC10"	361	206	206	579
"FRZB"	73	28	109	126
"NCKAP1"	1506	811	1196	2461
"DUSP19"	36	21	21	52
"NUP35"	357	196	190	490
"AC021851.1"	30	16	28	85
"AC021851.2"	4	2	5	32
"AC093639.3"	1	0	3	1
"AC096667.1"	1	0	1	0
"ZNF804A"	3	0	2	3
"AC009315.1"	4	5	5	12
"FSIP2-AS1"	14	4	9	22
"FSIP2-AS2"	1	0	3	6
"FSIP2"	10	17	19	41
"AC097500.1"	14	7	14	16
"LINC01473"	159	88	113	259
"AC017071.1"	27	9	8	38
"ZC3H15"	1844	1068	1075	2565
"ITGAV"	1171	910	1262	2185
"AC017101.1"	1	0	2	0
"FAM171B"	28	26	53	49
"ZSWIM2"	0	0	0	0
"AC007319.1"	1	0	5	7
"CALCRL"	14	19	25	40
"TFPI"	12	3	3	22
"GULP1"	30	38	28	27
"COL3A1"	18	2	9	35
"COL5A2"	196	113	154	407
"WDR75"	304	161	267	483
"SLC40A1"	16	21	29	55
"ASNSD1"	228	214	245	487
"ASDURF"	1	0	0	0
"ANKAR"	55	39	25	94
"OSGEPL1"	163	64	76	190
"OSGEPL1-AS1"	3	13	4	22
"AC013468.1"	2	2	5	5
"ORMDL1"	1026	520	475	1397
"PMS1"	269	93	124	355
"C2orf88"	5	15	8	9
"MSTN"	0	1	2	4
"HIBCH"	434	237	361	857
"INPP1"	461	389	449	638
"MFSD6"	180	100	145	328
"AC093388.1"	13	2	10	27
"NEMP2"	66	33	23	106
"AC108047.1"	108	54	50	254
"AC006460.2"	44	16	33	71
"NAB1"	693	376	646	1000
"AC006460.1"	3	2	0	0
"AC005540.1"	5	3	6	10
"GLS"	2569	1332	2185	2712
"STAT1"	512	218	443	1042
"STAT4"	15	15	21	23
"AC067945.4"	0	0	3	0
"AC092614.1"	4	1	3	1
"MYO1B"	756	562	791	1172
"NABP1"	220	191	540	313
"CAVIN2"	67	55	28	69
"AC098617.1"	1	5	1	0
"TMEFF2"	2	1	0	1
"AC096647.1"	3	2	0	5
"AC104823.1"	8	3	1	1
"LINC01825"	0	0	0	0
"LINC01827"	0	0	0	0
"SLC39A10"	513	255	304	811
"DNAH7"	4	2	4	12
"STK17B"	214	150	199	333
"AC114760.2"	17	10	17	27
"HECW2"	1	2	0	9
"HECW2-AS1"	0	0	0	0
"CCDC150"	39	13	21	43
"GTF3C3"	264	114	188	373
"C2orf66"	9	4	13	38
"PGAP1"	219	151	186	450
"ANKRD44"	41	20	17	46
"ANKRD44-IT1"	5	2	1	1
"SF3B1"	2228	1262	1618	3153
"COQ10B"	989	755	1063	1263
"HSPD1"	8562	2322	2109	4838
"HSPE1"	9438	3827	3399	9395
"MOB4"	891	628	618	1475
"RFTN2"	10	4	4	9
"AC020550.2"	0	1	0	0
"AC011997.1"	4	6	13	0
"MARS2"	44	34	43	52
"PLCL1"	2	8	8	18
"SATB2"	26	19	21	45
"SATB2-AS1"	13	10	5	18
"FTCDNL1"	35	33	36	84
"AC097717.1"	9	7	4	8
"C2orf69"	244	148	163	344
"TYW5"	228	113	141	358
"MAIP1"	280	167	159	395
"SPATS2L"	1856	943	1120	2277
"AC012459.1"	5	3	5	5
"KCTD18"	171	105	123	276
"SGO2"	211	69	63	196
"AOX1"	6	1	11	11
"LINC01792"	2	3	0	10
"AC007163.1"	0	0	1	0
"BZW1"	4520	2132	2943	5992
"CLK1"	2424	1174	1728	2663
"PPIL3"	373	168	230	516
"NIF3L1"	209	114	128	414
"ORC2"	281	167	239	413
"AC005037.1"	3	3	4	4
"FAM126B"	631	404	546	618
"NDUFB3"	3460	2406	2581	6078
"AC007272.1"	2	0	3	0
"CFLAR"	1501	1215	2085	2067
"CFLAR-AS1"	79	56	179	135
"CASP10"	165	127	200	266
"CASP8"	175	69	118	231
"FLACC1"	10	8	8	29
"TRAK2"	278	167	198	429
"STRADB"	60	41	70	141
"C2CD6"	6	4	6	5
"TMEM237"	421	314	399	758
"AC007279.2"	2	0	1	3
"MPP4"	3	3	10	26
"ALS2"	140	63	87	210
"CDK15"	0	0	0	0
"AC069148.1"	10	14	8	9
"FZD7"	53	56	81	102
"KIAA2012"	5	2	4	3
"KIAA2012-AS1"	1	0	0	0
"AC079354.3"	2	0	1	0
"AC079354.2"	1	2	0	1
"SUMO1"	3598	2541	2661	5708
"NOP58"	1607	811	791	1710
"AC064836.4"	421	71	97	221
"AC064836.2"	2	2	2	3
"AC064836.3"	36	22	11	20
"BMPR2"	337	212	311	676
"FAM117B"	101	65	81	163
"ICA1L"	65	42	60	105
"WDR12"	311	132	125	443
"CARF"	161	74	78	198
"NBEAL1"	678	345	423	845
"CYP20A1"	311	198	162	457
"ABI2"	915	615	628	1081
"RAPH1"	1527	988	1009	1751
"CD28"	1	0	0	1
"CTLA4"	0	0	0	1
"ICOS"	0	0	0	0
"PARD3B"	73	52	57	118
"NRP2"	456	208	287	762
"INO80D"	369	246	278	639
"AC007383.2"	27	39	8	36
"NDUFS1"	480	296	316	979
"AC007383.3"	7	4	3	2
"EEF1B2"	10646	8500	9207	17988
"GPR1"	6	1	5	8
"ZDBF2"	132	45	60	181
"ADAM23"	10	10	13	81
"MDH1B"	25	9	12	39
"FASTKD2"	473	259	301	691
"AC008269.1"	37	12	26	62
"CPO"	5	1	2	10
"KLF7"	187	87	127	189
"KLF7-IT1"	2	4	5	5
"MYOSLID"	43	7	18	14
"AC007879.3"	4	4	4	7
"AC009226.1"	1	0	2	1
"CREB1"	372	243	333	539
"METTL21A"	344	206	215	429
"LINC01857"	0	0	1	0
"CCNYL1"	333	258	359	734
"AC096772.1"	0	1	2	3
"FZD5"	44	25	29	80
"PLEKHM3"	55	37	32	104
"AC083900.1"	1	1	0	4
"CRYGD"	0	0	0	0
"CRYGC"	0	0	0	0
"CRYGB"	0	0	0	0
"CRYGA"	0	0	0	0
"IDH1"	304	154	260	616
"IDH1-AS1"	18	11	15	35
"PIKFYVE"	195	100	135	382
"PTH2R"	0	1	0	0
"AC019185.2"	0	0	0	0
"AC016743.1"	1	0	2	0
"MAP2"	38	64	46	51
"UNC80"	0	2	0	1
"RPE"	311	142	177	384
"KANSL1L"	100	64	92	128
"AC007038.2"	17	15	17	54
"AC007038.1"	10	8	8	27
"AC006994.2"	38	9	6	19
"ACADL"	2	6	2	1
"LANCL1-AS1"	1	0	0	0
"LANCL1"	312	183	264	578
"CPS1"	27	11	33	66
"ERBB4"	9	12	6	13
"AC093865.1"	1	0	0	1
"LINC01878"	3	2	3	7
"AC108066.1"	2	7	6	9
"AC108066.2"	16	15	24	33
"IKZF2"	463	270	450	701
"AC079610.1"	48	49	34	82
"SPAG16-DT"	1	2	2	2
"SPAG16"	485	374	341	853
"AC068051.1"	4	3	1	2
"BARD1"	611	553	801	1074
"SNHG31"	58	109	98	118
"ABCA12"	73	54	99	98
"AC072062.1"	3	3	9	1
"AC092844.1"	2	1	0	0
"ATIC"	551	237	254	817
"FN1"	31	9	18	73
"LINC00607"	2	1	6	9
"AC093382.1"	8	7	30	22
