Gene stable ID,Gene stable ID version,Gene name,Chromosome/scaffold name
ENSG00000197779,ENSG00000197779.13,ZNF81,X
ENSG00000171489,ENSG00000171489.10,SPACA5,X
ENSG00000224401,ENSG00000224401.2,RPL7P57,X
ENSG00000287757,ENSG00000287757.1,AC244636.3,X
ENSG00000277541,ENSG00000277541.1,ZNF630-AS1,X
ENSG00000102119,ENSG00000102119.10,EMD,X
ENSG00000130829,ENSG00000130829.18,DUSP9,X
ENSG00000077721,ENSG00000077721.16,UBE2A,X
ENSG00000188153,ENSG00000188153.13,COL4A5,X
ENSG00000186416,ENSG00000186416.15,NKRF,X
ENSG00000229487,ENSG00000229487.1,ALG13-AS1,X
ENSG00000101901,ENSG00000101901.12,ALG13,X
ENSG00000102287,ENSG00000102287.19,GABRE,X
ENSG00000130830,ENSG00000130830.15,MPP1,X
ENSG00000237836,ENSG00000237836.6,PHKA2-AS1,X
ENSG00000044446,ENSG00000044446.12,PHKA2,X
ENSG00000228965,ENSG00000228965.1,RPSAP60,X
ENSG00000242520,ENSG00000242520.5,MAGEA5,X
ENSG00000266560,ENSG00000266560.5,MAGEA10-MAGEA5,X
ENSG00000124260,ENSG00000124260.12,MAGEA10,X
ENSG00000229237,ENSG00000229237.2,HMGN1P37,X
ENSG00000000005,ENSG00000000005.6,TNMD,X
ENSG00000237793,ENSG00000237793.3,RPL18AP16,X
ENSG00000171483,ENSG00000171483.13,SSX6P,X
ENSG00000171478,ENSG00000171478.7,SPACA5B,X
ENSG00000230241,ENSG00000230241.1,AC244636.1,X
ENSG00000233139,ENSG00000233139.1,AC244636.2,X
ENSG00000225198,ENSG00000225198.1,SSXP3,X
ENSG00000101974,ENSG00000101974.14,ATP11C,X
ENSG00000280322,ENSG00000280322.1,AL035425.4,X
ENSG00000133124,ENSG00000133124.11,IRS4,X
ENSG00000237863,ENSG00000237863.3,AL035425.1,X
ENSG00000260548,ENSG00000260548.1,AL035425.2,X
ENSG00000238032,ENSG00000238032.1,AC245047.7,X
ENSG00000261409,ENSG00000261409.1,AL035425.3,X
ENSG00000204368,ENSG00000204368.6,AC245047.1,X
ENSG00000232813,ENSG00000232813.1,AC245047.4,X
ENSG00000231568,ENSG00000231568.1,AC245047.3,X
ENSG00000241207,ENSG00000241207.1,AC245047.8,X
ENSG00000237345,ENSG00000237345.1,AC245047.6,X
ENSG00000234780,ENSG00000234780.1,AC245047.5,X
ENSG00000229662,ENSG00000229662.2,AC245047.2,X
ENSG00000204648,ENSG00000204648.11,SSX9P,X
ENSG00000126752,ENSG00000126752.7,SSX1,X
ENSG00000165583,ENSG00000165583.14,SSX5,X
ENSG00000215000,ENSG00000215000.4,AL034403.1,X
ENSG00000234391,ENSG00000234391.1,AL606490.6,X
ENSG00000227302,ENSG00000227302.1,SSXP9,X
ENSG00000230100,ENSG00000230100.1,AL606490.3,X
ENSG00000270747,ENSG00000270747.1,AL606490.9,X
ENSG00000237875,ENSG00000237875.1,AL353691.2,X
ENSG00000217624,ENSG00000217624.2,AL627402.1,X
ENSG00000229822,ENSG00000229822.2,AL353691.1,X
ENSG00000171659,ENSG00000171659.15,GPR34,X
ENSG00000147044,ENSG00000147044.21,CASK,X
ENSG00000231725,ENSG00000231725.1,VN1R110P,X
ENSG00000101890,ENSG00000101890.5,GUCY2F,X
ENSG00000015285,ENSG00000015285.10,WAS,X
ENSG00000280195,ENSG00000280195.1,AC245140.2,X
ENSG00000203870,ENSG00000203870.5,SMIM9,X
ENSG00000102125,ENSG00000102125.16,TAZ,X
ENSG00000101888,ENSG00000101888.11,NXT2,X
ENSG00000287098,ENSG00000287098.1,AC092473.2,X
ENSG00000238205,ENSG00000238205.3,MPC1L,X
ENSG00000233874,ENSG00000233874.2,AL118496.1,X
ENSG00000000003,ENSG00000000003.15,TSPAN6,X
ENSG00000101945,ENSG00000101945.16,SUV39H1,X
ENSG00000232828,ENSG00000232828.1,AC231533.1,X
ENSG00000165584,ENSG00000165584.16,SSX3,X
ENSG00000068366,ENSG00000068366.20,ACSL4,X
ENSG00000125354,ENSG00000125354.23,SEPTIN6,X
ENSG00000225055,ENSG00000225055.1,AL606490.1,X
ENSG00000147403,ENSG00000147403.16,RPL10,X
ENSG00000234448,ENSG00000234448.1,AL606490.7,X
ENSG00000268009,ENSG00000268009.6,SSX4,X
ENSG00000269791,ENSG00000269791.5,SSX4B,X
ENSG00000013563,ENSG00000013563.14,DNASE1L1,X
ENSG00000176076,ENSG00000176076.7,KCNE5,X
ENSG00000237319,ENSG00000237319.1,AL118496.2,X
ENSG00000274183,ENSG00000274183.1,H2AFB1,X
ENSG00000165775,ENSG00000165775.18,FUNDC2,X
ENSG00000233688,ENSG00000233688.1,BX842559.2,X
ENSG00000237859,ENSG00000237859.2,EEF1A1P31,X
ENSG00000185010,ENSG00000185010.15,F8,X
ENSG00000224069,ENSG00000224069.1,BX842559.1,X
ENSG00000277203,ENSG00000277203.1,F8A1,X
ENSG00000171433,ENSG00000171433.12,GLOD5,X
ENSG00000233585,ENSG00000233585.2,AC231533.2,X
ENSG00000185753,ENSG00000185753.13,CXorf38,X
ENSG00000235262,ENSG00000235262.1,KDM5C-IT1,X
ENSG00000126012,ENSG00000126012.11,KDM5C,X
ENSG00000102145,ENSG00000102145.14,GATA1,X
ENSG00000231603,ENSG00000231603.1,AL606490.5,X
ENSG00000231489,ENSG00000231489.1,AL606490.4,X
ENSG00000235350,ENSG00000235350.1,AL606490.8,X
ENSG00000226971,ENSG00000226971.1,AL606490.2,X
ENSG00000237341,ENSG00000237341.1,SYP-AS1,X
ENSG00000102003,ENSG00000102003.10,SYP,X
ENSG00000203933,ENSG00000203933.3,CXorf66,X
ENSG00000279601,ENSG00000279601.1,AC005052.1,X
ENSG00000187808,ENSG00000187808.5,SOWAHD,X
ENSG00000233145,ENSG00000233145.1,AL589987.2,X
ENSG00000198918,ENSG00000198918.8,RPL39,X
ENSG00000286366,ENSG00000286366.1,AC005052.2,X
ENSG00000125351,ENSG00000125351.11,UPF3B,X
ENSG00000214653,ENSG00000214653.4,HNRNPA3P3,X
ENSG00000230707,ENSG00000230707.1,AL589987.1,X
ENSG00000231110,ENSG00000231110.1,FO393408.1,X
ENSG00000224942,ENSG00000224942.1,AL137014.1,X
ENSG00000225758,ENSG00000225758.1,RPS17P17,X
ENSG00000288258,ENSG00000288258.1,BX470111.1,X
ENSG00000214827,ENSG00000214827.11,MTCP1,X
ENSG00000182712,ENSG00000182712.16,CMC4,X
ENSG00000185515,ENSG00000185515.14,BRCC3,X
ENSG00000005302,ENSG00000005302.19,MSL3,X
ENSG00000235991,ENSG00000235991.4,BX293995.1,X
ENSG00000102359,ENSG00000102359.7,SRPX2,X
ENSG00000134595,ENSG00000134595.8,SOX3,X
ENSG00000125356,ENSG00000125356.7,NDUFA1,X
ENSG00000125352,ENSG00000125352.6,RNF113A,X
ENSG00000102362,ENSG00000102362.15,SYTL4,X
ENSG00000230668,ENSG00000230668.2,AL844175.1,X
ENSG00000171657,ENSG00000171657.6,GPR82,X
ENSG00000233033,ENSG00000233033.1,CASK-AS1,X
ENSG00000234636,ENSG00000234636.2,MED14OS,X
ENSG00000180182,ENSG00000180182.11,MED14,X
ENSG00000270791,ENSG00000270791.1,DPRXP6,X
ENSG00000214031,ENSG00000214031.2,AC092474.1,X
ENSG00000237661,ENSG00000237661.1,AC092474.2,X
ENSG00000238222,ENSG00000238222.3,MKRN4P,X
ENSG00000232801,ENSG00000232801.1,SDCBPP3,X
ENSG00000189145,ENSG00000189145.7,AC092268.1,X
ENSG00000203930,ENSG00000203930.12,LINC00632,X
ENSG00000216866,ENSG00000216866.5,RPS2P55,X
ENSG00000287549,ENSG00000287549.1,AC092268.2,X
ENSG00000237931,ENSG00000237931.1,CLIC4P3,X
ENSG00000184258,ENSG00000184258.7,CDR1,X
ENSG00000225381,ENSG00000225381.2,RPS5P7,X
ENSG00000124313,ENSG00000124313.16,IQSEC2,X
ENSG00000229269,ENSG00000229269.1,AL451048.1,X
ENSG00000227234,ENSG00000227234.2,SPANXB1,X
ENSG00000214925,ENSG00000214925.3,AC234778.1,X
ENSG00000182195,ENSG00000182195.9,LDOC1,X
ENSG00000277215,ENSG00000277215.2,SPANXA2-OT1,X
ENSG00000198021,ENSG00000198021.7,SPANXA1,X
ENSG00000227779,ENSG00000227779.1,AC234779.1,X
ENSG00000203926,ENSG00000203926.5,SPANXA2,X
ENSG00000157600,ENSG00000157600.12,TMEM164,X
ENSG00000223438,ENSG00000223438.1,AC235097.1,X
ENSG00000213423,ENSG00000213423.4,RBMX2P2,X
ENSG00000198573,ENSG00000198573.7,SPANXC,X
ENSG00000282850,ENSG00000282850.2,RHOXF1P2,X
ENSG00000186471,ENSG00000186471.13,AKAP14,X
ENSG00000243978,ENSG00000243978.8,RTL9,X
ENSG00000022267,ENSG00000022267.19,FHL1,X
ENSG00000234493,ENSG00000234493.4,RHOXF1P1,X
ENSG00000282933,ENSG00000282933.2,RHOXF1P3,X
ENSG00000101935,ENSG00000101935.10,AMMECR1,X
ENSG00000101882,ENSG00000101882.10,NKAP,X
ENSG00000224142,ENSG00000224142.1,AMMECR1-IT1,X
ENSG00000133136,ENSG00000133136.4,GNG5P2,X
ENSG00000196406,ENSG00000196406.4,SPANXD,X
ENSG00000165509,ENSG00000165509.13,MAGEC3,X
ENSG00000102001,ENSG00000102001.12,CACNA1F,X
ENSG00000155495,ENSG00000155495.9,MAGEC1,X
ENSG00000225469,ENSG00000225469.3,AL023773.1,X
ENSG00000250625,ENSG00000250625.1,AL031073.1,X
ENSG00000275508,ENSG00000275508.1,AL109620.1,X
ENSG00000288098,ENSG00000288098.1,AL031073.2,X
ENSG00000046774,ENSG00000046774.10,MAGEC2,X
ENSG00000236205,ENSG00000236205.1,AL023773.2,X
ENSG00000281091,ENSG00000281091.3,AL117327.1,X
ENSG00000234405,ENSG00000234405.2,Z69733.1,X
ENSG00000172476,ENSG00000172476.4,RAB40A,X
ENSG00000204025,ENSG00000204025.7,TRPC5OS,X
ENSG00000271421,ENSG00000271421.1,AC005191.1,X
ENSG00000072315,ENSG00000072315.3,TRPC5,X
ENSG00000271464,ENSG00000271464.1,DPRXP7,X
ENSG00000271400,ENSG00000271400.1,AL392112.1,X
ENSG00000187823,ENSG00000187823.3,RTL4,X
ENSG00000182508,ENSG00000182508.14,LHFPL1,X
ENSG00000226299,ENSG00000226299.2,RPSAP62,X
ENSG00000236571,ENSG00000236571.1,AC245102.2,X
ENSG00000213652,ENSG00000213652.3,HMGB3P30,X
ENSG00000287619,ENSG00000287619.1,AL021308.1,X
ENSG00000234413,ENSG00000234413.1,AC245102.1,X
ENSG00000287700,ENSG00000287700.1,AL591378.1,X
ENSG00000233571,ENSG00000233571.1,AL592043.1,X
ENSG00000233928,ENSG00000233928.6,AL591501.1,X
ENSG00000185448,ENSG00000185448.10,FAM47A,X
ENSG00000185638,ENSG00000185638.9,FTH1P14,X
ENSG00000236072,ENSG00000236072.1,AL592043.2,X
ENSG00000271136,ENSG00000271136.1,AL592504.1,X
ENSG00000189326,ENSG00000189326.4,SPANXN4,X
ENSG00000226064,ENSG00000226064.1,PGBD4P6,X
ENSG00000230130,ENSG00000230130.1,MTND2P39,X
ENSG00000235539,ENSG00000235539.1,MTND1P33,X
ENSG00000227303,ENSG00000227303.1,AC239727.1,X
ENSG00000189252,ENSG00000189252.4,SPANXN3,X
ENSG00000147027,ENSG00000147027.4,TMEM47,X
ENSG00000126016,ENSG00000126016.15,AMOT,X
ENSG00000179542,ENSG00000179542.16,SLITRK4,X
ENSG00000213924,ENSG00000213924.3,HNRNPH1P2,X
ENSG00000268988,ENSG00000268988.1,SPANXN2,X
ENSG00000158423,ENSG00000158423.17,RIBC1,X
ENSG00000072501,ENSG00000072501.17,SMC1A,X
ENSG00000235729,ENSG00000235729.1,AL500522.2,X
ENSG00000225970,ENSG00000225970.1,AL500522.1,X
ENSG00000276380,ENSG00000276380.2,UBE2NL,X
ENSG00000224630,ENSG00000224630.2,AC234064.1,X
ENSG00000235598,ENSG00000235598.1,RRM2P4,X
ENSG00000215054,ENSG00000215054.3,HNRNPCP10,X
ENSG00000233548,ENSG00000233548.1,CYCSP44,X
ENSG00000234712,ENSG00000234712.1,AL713923.1,X
ENSG00000203923,ENSG00000203923.5,SPANXN1,X
ENSG00000231093,ENSG00000231093.1,AL391256.1,X
ENSG00000286072,ENSG00000286072.1,AC002072.1,X
ENSG00000286767,ENSG00000286767.1,AL023877.1,X
ENSG00000185985,ENSG00000185985.10,SLITRK2,X
ENSG00000279585,ENSG00000279585.1,AL109653.2,X
ENSG00000270709,ENSG00000270709.1,AL109653.1,X
ENSG00000286085,ENSG00000286085.1,AL109653.3,X
ENSG00000225384,ENSG00000225384.1,AL606662.1,X
ENSG00000273704,ENSG00000273704.1,AL596245.1,X
ENSG00000189132,ENSG00000189132.6,FAM47B,X
ENSG00000229347,ENSG00000229347.1,AL596268.1,X
ENSG00000230227,ENSG00000230227.4,SIAH1P1,X
ENSG00000228139,ENSG00000228139.1,LINC01402,X
ENSG00000227541,ENSG00000227541.1,SFR1P1,X
ENSG00000131721,ENSG00000131721.6,RHOXF2,X
ENSG00000237757,ENSG00000237757.2,EEF1A1P30,X
ENSG00000101883,ENSG00000101883.5,RHOXF1,X
ENSG00000258545,ENSG00000258545.6,RHOXF1-AS1,X
ENSG00000233382,ENSG00000233382.7,NKAPP1,X
ENSG00000203989,ENSG00000203989.4,RHOXF2B,X
ENSG00000235329,ENSG00000235329.2,AL031183.1,X
ENSG00000220541,ENSG00000220541.4,AC233289.1,X
ENSG00000270524,ENSG00000270524.1,QTRT1P1,X
ENSG00000241743,ENSG00000241743.3,XACT,X
ENSG00000271686,ENSG00000271686.1,AL953862.2,X
ENSG00000230502,ENSG00000230502.1,AL953862.1,X
ENSG00000215301,ENSG00000215301.10,DDX3X,X
ENSG00000226547,ENSG00000226547.2,SSU72P1,X
ENSG00000224664,ENSG00000224664.2,RPL36AP53,X
ENSG00000147246,ENSG00000147246.10,HTR2C,X
ENSG00000224773,ENSG00000224773.2,HSPA8P7,X
ENSG00000270413,ENSG00000270413.1,AL355812.1,X
ENSG00000234748,ENSG00000234748.1,AL109913.1,X
ENSG00000226388,ENSG00000226388.1,ELL2P4,X
ENSG00000231686,ENSG00000231686.1,Z97180.1,X
ENSG00000235699,ENSG00000235699.3,CXorf51B,X
ENSG00000224440,ENSG00000224440.1,CXorf51A,X
ENSG00000225660,ENSG00000225660.1,Z99497.1,X
ENSG00000271660,ENSG00000271660.1,Z99497.2,X
ENSG00000284377,ENSG00000284377.1,AL589669.1,X
ENSG00000287017,ENSG00000287017.1,AL591022.1,X
ENSG00000274579,ENSG00000274579.1,AL096861.1,X
ENSG00000228855,ENSG00000228855.1,AL009048.1,X
ENSG00000227505,ENSG00000227505.1,AC016925.1,X
ENSG00000271175,ENSG00000271175.1,AC016925.2,X
ENSG00000133142,ENSG00000133142.17,TCEAL4,X
ENSG00000123496,ENSG00000123496.8,IL13RA2,X
ENSG00000287796,ENSG00000287796.1,AC016925.3,X
ENSG00000227083,ENSG00000227083.1,L29074.1,X
ENSG00000268066,ENSG00000268066.5,FMR1-AS1,X
ENSG00000238223,ENSG00000238223.1,AL121878.1,X
ENSG00000233250,ENSG00000233250.1,AC233728.1,X
ENSG00000072506,ENSG00000072506.12,HSD17B10,X
ENSG00000236080,ENSG00000236080.2,YAP1P2,X
ENSG00000130224,ENSG00000130224.15,LRCH2,X
ENSG00000235656,ENSG00000235656.1,RPL36P18,X
ENSG00000175718,ENSG00000175718.9,RBMXL3,X
ENSG00000102021,ENSG00000102021.11,LUZP4,X
ENSG00000274374,ENSG00000274374.1,AC239600.2,X
ENSG00000271021,ENSG00000271021.1,AC239600.1,X
ENSG00000271826,ENSG00000271826.5,PLS3-AS1,X
ENSG00000279894,ENSG00000279894.1,Z73965.1,X
ENSG00000230216,ENSG00000230216.1,HSPB1P2,X
ENSG00000102024,ENSG00000102024.18,PLS3,X
ENSG00000177485,ENSG00000177485.7,ZBTB33,X
ENSG00000196507,ENSG00000196507.11,TCEAL3,X
ENSG00000224031,ENSG00000224031.1,TCEAL3-AS1,X
ENSG00000172465,ENSG00000172465.14,TCEAL1,X
ENSG00000235416,ENSG00000235416.1,AC233728.2,X
ENSG00000286031,ENSG00000286031.1,AC232271.2,X
ENSG00000270012,ENSG00000270012.1,AC232271.1,X
ENSG00000101997,ENSG00000101997.13,CCDC22,X
ENSG00000224978,ENSG00000224978.1,BX682237.1,X
ENSG00000155959,ENSG00000155959.12,VBP1,X
ENSG00000049769,ENSG00000049769.14,PPP1R3F,X
ENSG00000286181,ENSG00000286181.1,AC232271.3,X
ENSG00000180284,ENSG00000180284.5,AL049610.1,X
ENSG00000049768,ENSG00000049768.15,FOXP3,X
ENSG00000233663,ENSG00000233663.1,AL161722.1,X
ENSG00000123562,ENSG00000123562.17,MORF4L2,X
ENSG00000231154,ENSG00000231154.1,MORF4L2-AS1,X
ENSG00000155961,ENSG00000155961.5,RAB39B,X
ENSG00000232042,ENSG00000232042.1,AL512286.1,X
ENSG00000125355,ENSG00000125355.15,TMEM255A,X
ENSG00000179363,ENSG00000179363.7,TMEM31,X
ENSG00000188828,ENSG00000188828.11,GLRA4,X
ENSG00000271088,ENSG00000271088.1,AL161722.3,X
ENSG00000187325,ENSG00000187325.5,TAF9B,X
ENSG00000223592,ENSG00000223592.2,FNDC3CP,X
ENSG00000270431,ENSG00000270431.1,AC005000.2,X
ENSG00000227881,ENSG00000227881.1,ASS1P5,X
ENSG00000101892,ENSG00000101892.12,ATP1B4,X
ENSG00000173198,ENSG00000173198.6,CYSLTR1,X
ENSG00000235244,ENSG00000235244.4,DANT2,X
ENSG00000228532,ENSG00000228532.4,AC005000.1,X
ENSG00000229335,ENSG00000229335.1,DANT1,X
ENSG00000234785,ENSG00000234785.1,EEF1GP5,X
ENSG00000224755,ENSG00000224755.1,HMGN1P34,X
ENSG00000235061,ENSG00000235061.3,UBE2V1P7,X
ENSG00000179300,ENSG00000179300.4,RTL3,X
ENSG00000233880,ENSG00000233880.1,AL161722.2,X
ENSG00000189023,ENSG00000189023.10,MAGEB16,X
ENSG00000271433,ENSG00000271433.1,PPATP2,X
ENSG00000147145,ENSG00000147145.12,LPAR4,X
ENSG00000227645,ENSG00000227645.2,RPL7P54,X
ENSG00000078589,ENSG00000078589.13,P2RY10,X
ENSG00000123560,ENSG00000123560.14,PLP1,X
ENSG00000232168,ENSG00000232168.2,P2RY10BP,X
ENSG00000147138,ENSG00000147138.2,GPR174,X
ENSG00000271005,ENSG00000271005.1,CTHRC1P1,X
ENSG00000232599,ENSG00000232599.1,AL008707.1,X
ENSG00000225025,ENSG00000225025.2,KIF4CP,X
ENSG00000078596,ENSG00000078596.11,ITM2A,X
ENSG00000270268,ENSG00000270268.1,AL009028.1,X
ENSG00000184210,ENSG00000184210.6,DGAT2L6,X
ENSG00000204195,ENSG00000204195.4,AWAT1,X
ENSG00000282815,ENSG00000282815.1,TEX13C,X
ENSG00000213489,ENSG00000213489.3,AL627231.1,X
ENSG00000280223,ENSG00000280223.1,AL645820.1,X
ENSG00000237208,ENSG00000237208.1,AL445072.1,X
ENSG00000230491,ENSG00000230491.1,AC234781.4,X
ENSG00000228986,ENSG00000228986.1,AC234781.3,X
ENSG00000225008,ENSG00000225008.1,AC234781.2,X
ENSG00000155962,ENSG00000155962.13,CLIC2,X
ENSG00000230578,ENSG00000230578.3,AC234781.5,X
ENSG00000224216,ENSG00000224216.1,AC234781.1,X
ENSG00000186912,ENSG00000186912.6,P2RY4,X
ENSG00000198354,ENSG00000198354.7,DCAF12L2,X
ENSG00000273800,ENSG00000273800.1,AC119619.1,X
ENSG00000169933,ENSG00000169933.15,FRMPD4,X
ENSG00000230916,ENSG00000230916.2,MTCO1P53,X
ENSG00000231501,ENSG00000231501.1,MTND4LP1,X
ENSG00000232177,ENSG00000232177.1,MTND4P24,X
ENSG00000274901,ENSG00000274901.2,Z69908.1,X
ENSG00000198889,ENSG00000198889.5,DCAF12L1,X
ENSG00000231211,ENSG00000231211.2,RPL17P49,X
ENSG00000223487,ENSG00000223487.1,FRMPD4-AS1,X
ENSG00000271519,ENSG00000271519.1,AL590065.1,X
ENSG00000226414,ENSG00000226414.1,MTCYBP38,X
ENSG00000183631,ENSG00000183631.5,PRR32,X
ENSG00000230538,ENSG00000230538.1,Z82209.1,X
ENSG00000280275,ENSG00000280275.1,Z82209.2,X
ENSG00000274631,ENSG00000274631.1,AL662814.1,X
ENSG00000260683,ENSG00000260683.1,AL591643.1,X
ENSG00000235274,ENSG00000235274.1,Z75741.2,X
ENSG00000224548,ENSG00000224548.1,Z75741.1,X
ENSG00000005893,ENSG00000005893.15,LAMP2,X
ENSG00000225689,ENSG00000225689.2,AL008633.1,X
ENSG00000234592,ENSG00000234592.1,AL359845.1,X
ENSG00000235735,ENSG00000235735.1,RPL7AP72,X
ENSG00000223995,ENSG00000223995.2,RPL32P35,X
ENSG00000218728,ENSG00000218728.3,KRT18P44,X
ENSG00000123165,ENSG00000123165.8,ACTRT1,X
ENSG00000235239,ENSG00000235239.1,Z74696.1,X
ENSG00000236042,ENSG00000236042.2,Z74696.2,X
ENSG00000235334,ENSG00000235334.1,BTG3P1,X
ENSG00000226802,ENSG00000226802.1,AL442647.1,X
ENSG00000226484,ENSG00000226484.2,AL606516.1,X
ENSG00000229384,ENSG00000229384.2,HMGB1P16,X
ENSG00000231371,ENSG00000231371.1,AKR1B1P8,X
ENSG00000234558,ENSG00000234558.1,API5P1,X
ENSG00000165164,ENSG00000165164.14,CFAP47,X
ENSG00000120500,ENSG00000120500.18,ARR3,X
ENSG00000233921,ENSG00000233921.2,RPS15AP40,X
ENSG00000122145,ENSG00000122145.15,TBX22,X
ENSG00000277858,ENSG00000277858.1,H2AFB2,X
ENSG00000278530,ENSG00000278530.4,CHMP1B2P,X
ENSG00000158571,ENSG00000158571.11,PFKFB1,X
ENSG00000274791,ENSG00000274791.1,F8A2,X
ENSG00000277150,ENSG00000277150.1,F8A3,X
ENSG00000277745,ENSG00000277745.1,H2AFB3,X
ENSG00000185973,ENSG00000185973.11,TMLHE,X
ENSG00000224533,ENSG00000224533.4,TMLHE-AS1,X
ENSG00000225393,ENSG00000225393.1,BX571846.1,X
ENSG00000168939,ENSG00000168939.11,SPRY3,X
ENSG00000237801,ENSG00000237801.6,AMD1P2,X
ENSG00000180772,ENSG00000180772.7,AGTR2,X
ENSG00000268104,ENSG00000268104.3,SLC6A14,X
ENSG00000237040,ENSG00000237040.6,DPH3P2,X
ENSG00000169188,ENSG00000169188.5,APEX2,X
ENSG00000233103,ENSG00000233103.1,AL133329.1,X
ENSG00000228847,ENSG00000228847.1,ATP5MC2P4,X
ENSG00000228780,ENSG00000228780.2,Z92545.1,X
ENSG00000158578,ENSG00000158578.21,ALAS2,X
ENSG00000283737,ENSG00000283737.1,AL023875.1,X
ENSG00000231772,ENSG00000231772.5,Z93403.1,X
ENSG00000204019,ENSG00000204019.5,CT83,X
ENSG00000236077,ENSG00000236077.2,BX119904.3,X
ENSG00000237860,ENSG00000237860.1,BX119904.4,X
ENSG00000230159,ENSG00000230159.1,BX119904.2,X
ENSG00000224217,ENSG00000224217.1,BX119904.1,X
ENSG00000213526,ENSG00000213526.3,SETP8,X
ENSG00000238066,ENSG00000238066.1,AC005002.2,X
ENSG00000224314,ENSG00000224314.1,AC005002.1,X
ENSG00000279587,ENSG00000279587.1,AC006963.1,X
ENSG00000287223,ENSG00000287223.1,Z94277.1,X
ENSG00000226056,ENSG00000226056.1,MTND4P32,X
ENSG00000102055,ENSG00000102055.7,PPP1R2C,X
ENSG00000270280,ENSG00000270280.1,AL451086.1,X
ENSG00000227649,ENSG00000227649.1,MTND6P32,X
ENSG00000232282,ENSG00000232282.1,MTND1P32,X
ENSG00000237300,ENSG00000237300.2,MTCO1P19,X
ENSG00000224471,ENSG00000224471.2,MTCO3P19,X
ENSG00000237628,ENSG00000237628.2,MTCO2P19,X
ENSG00000234886,ENSG00000234886.1,MTND5P26,X
ENSG00000224294,ENSG00000224294.1,PINCR,X
ENSG00000285899,ENSG00000285899.1,AL023574.1,X
ENSG00000229794,ENSG00000229794.2,MTCYBP32,X
ENSG00000231750,ENSG00000231750.3,NANOGP10,X
ENSG00000237206,ENSG00000237206.1,IMPDH1P4,X
ENSG00000228316,ENSG00000228316.1,MTATP6P19,X
ENSG00000223546,ENSG00000223546.7,LINC00630,X
ENSG00000174016,ENSG00000174016.11,TENT5D,X
ENSG00000230247,ENSG00000230247.2,HNRNPH3P1,X
ENSG00000228051,ENSG00000228051.1,AL512504.2,X
ENSG00000239407,ENSG00000239407.5,Z68871.1,X
ENSG00000226339,ENSG00000226339.1,RPS26P56,X
ENSG00000229954,ENSG00000229954.1,MTND2P2,X
ENSG00000003096,ENSG00000003096.14,KLHL13,X
ENSG00000228612,ENSG00000228612.2,HK2P1,X
ENSG00000224659,ENSG00000224659.2,GAGE12J,X
ENSG00000215274,ENSG00000215274.5,GAGE10,X
ENSG00000275113,ENSG00000275113.1,GAGE2E,X
ENSG00000274274,ENSG00000274274.1,GAGE13,X
ENSG00000158290,ENSG00000158290.16,CUL4B,X
ENSG00000236737,ENSG00000236737.1,GAGE12B,X
ENSG00000237671,ENSG00000237671.3,GAGE12C,X
ENSG00000286475,ENSG00000286475.1,AL592156.2,X
ENSG00000249467,ENSG00000249467.1,AL592156.1,X
ENSG00000275314,ENSG00000275314.1,AC006924.1,X
ENSG00000227488,ENSG00000227488.2,GAGE12D,X
ENSG00000236362,ENSG00000236362.8,GAGE12F,X
ENSG00000189221,ENSG00000189221.9,MAOA,X
ENSG00000224902,ENSG00000224902.5,GAGE12H,X
ENSG00000216649,ENSG00000216649.3,GAGE12E,X
ENSG00000189064,ENSG00000189064.8,GAGE2A,X
ENSG00000205777,ENSG00000205777.17,GAGE1,X
ENSG00000165288,ENSG00000165288.11,BRWD3,X
ENSG00000215269,ENSG00000215269.5,GAGE12G,X
ENSG00000235510,ENSG00000235510.1,BX842568.4,X
ENSG00000223723,ENSG00000223723.1,BX842568.2,X
ENSG00000225715,ENSG00000225715.1,AL512504.1,X
ENSG00000231069,ENSG00000231069.1,BX842568.3,X
ENSG00000147127,ENSG00000147127.8,RAB41,X
ENSG00000198173,ENSG00000198173.4,FAM47C,X
ENSG00000243048,ENSG00000243048.3,FTHL18,X
ENSG00000214071,ENSG00000214071.4,BX842568.1,X
ENSG00000233810,ENSG00000233810.1,MOB1AP2,X
ENSG00000124333,ENSG00000124333.16,VAMP7,X
ENSG00000197180,ENSG00000197180.2,AC244090.1,X
ENSG00000232119,ENSG00000232119.8,MCTS1,X
ENSG00000231053,ENSG00000231053.1,AL357752.1,X
ENSG00000120509,ENSG00000120509.10,PDZD11,X
ENSG00000090889,ENSG00000090889.12,KIF4A,X
ENSG00000237458,ENSG00000237458.1,TUBB4BP3,X
ENSG00000102038,ENSG00000102038.15,SMARCA1,X
ENSG00000171155,ENSG00000171155.8,C1GALT1C1,X
ENSG00000234524,ENSG00000234524.1,RPL12P43,X
ENSG00000270619,ENSG00000270619.1,AL391358.1,X
ENSG00000278317,ENSG00000278317.1,AC011890.2,X
ENSG00000181511,ENSG00000181511.5,AC011890.1,X
ENSG00000237828,ENSG00000237828.1,PA2G4P1,X
ENSG00000278283,ENSG00000278283.1,AL020991.1,X
ENSG00000236446,ENSG00000236446.3,CT47B1,X
ENSG00000234466,ENSG00000234466.1,AL590240.2,X
ENSG00000238269,ENSG00000238269.9,PAGE2B,X
ENSG00000223819,ENSG00000223819.2,PPIAP89,X
ENSG00000234068,ENSG00000234068.7,PAGE2,X
